full_text;username;tweet_lower;tweet_no_url;tweet_no_mention_hashtag;tweet_no_punctuation;tweet_no_numbers;tweet_clean;tweet_tokenized;tweet_no_stopwords;tweet_stemmed;tweet_preprocessed
#DebatCagubDKI kasihan paslon 1 mulai nggak dianggap oleh paslon 3;SangGuru2471;#debatcagubdki kasihan paslon 1 mulai nggak dianggap oleh paslon 3;#debatcagubdki kasihan paslon 1 mulai nggak dianggap oleh paslon 3; kasihan paslon 1 mulai nggak dianggap oleh paslon 3; kasihan paslon 1 mulai nggak dianggap oleh paslon 3; kasihan paslon  mulai nggak dianggap oleh paslon ;kasihan paslon  mulai nggak dianggap oleh paslon;['kasihan', 'paslon', 'mulai', 'nggak', 'dianggap', 'oleh', 'paslon'];['kasihan', 'paslon', 'mulai', '', 'dianggap', '', 'paslon'];['kasihan', 'paslon', 'mulai', '', 'anggap', '', 'paslon'];kasihan paslon mulai  anggap  paslon
Paslon 2 #BaDjaAdalahKita 2 jari kita Dong @AhokDjarot #DebatCagubDki #Debat2PilkadaDKI;IOS_GrizlyWolf;paslon 2 #badjaadalahkita 2 jari kita dong @ahokdjarot #debatcagubdki #debat2pilkadadki;paslon 2 #badjaadalahkita 2 jari kita dong @ahokdjarot #debatcagubdki #debat2pilkadadki;paslon 2  2 jari kita dong   ;paslon 2  2 jari kita dong   ;paslon    jari kita dong   ;paslon    jari kita dong;['paslon', 'jari', 'kita', 'dong'];['paslon', 'jari', '', 'dong'];['paslon', 'jari', '', 'dong'];paslon jari  dong
Anies : gak perlu bangga wong ibukota. Ahok : pak anies juara 22 dari 22 kementerian #Debat2PilkadaDKI #DebatCagubDKI;syahruna_full;anies : gak perlu bangga wong ibukota. ahok : pak anies juara 22 dari 22 kementerian #debat2pilkadadki #debatcagubdki;anies : gak perlu bangga wong ibukota. ahok : pak anies juara 22 dari 22 kementerian #debat2pilkadadki #debatcagubdki;anies : gak perlu bangga wong ibukota. ahok : pak anies juara 22 dari 22 kementerian  ;anies  gak perlu bangga wong ibukota ahok  pak anies juara 22 dari 22 kementerian  ;anies  gak perlu bangga wong ibukota ahok  pak anies juara  dari  kementerian  ;anies  gak perlu bangga wong ibukota ahok  pak anies juara  dari  kementerian;['anies', 'gak', 'perlu', 'bangga', 'wong', 'ibukota', 'ahok', 'pak', 'anies', 'juara', 'dari', 'kementerian'];['anies', 'gak', 'perlu', 'bangga', 'wong', 'ibukota', 'ahok', 'pak', 'anies', 'juara', '', 'kementerian'];['anies', 'gak', 'perlu', 'bangga', 'wong', 'ibukota', 'ahok', 'pak', 'anies', 'juara', '', 'menteri'];anies gak perlu bangga wong ibukota ahok pak anies juara  menteri
#DebatCagubDKI adoh anies nyinyir mulu..sukur dibales ahok juara 22 hahaha;antheres1;#debatcagubdki adoh anies nyinyir mulu..sukur dibales ahok juara 22 hahaha;#debatcagubdki adoh anies nyinyir mulu..sukur dibales ahok juara 22 hahaha; adoh anies nyinyir mulu..sukur dibales ahok juara 22 hahaha; adoh anies nyinyir mulusukur dibales ahok juara 22 hahaha; adoh anies nyinyir mulusukur dibales ahok juara  hahaha;adoh anies nyinyir mulusukur dibales ahok juara  hahaha;['adoh', 'anies', 'nyinyir', 'mulusukur', 'dibales', 'ahok', 'juara', 'hahaha'];['adoh', 'anies', 'nyinyir', 'mulusukur', 'dibales', 'ahok', 'juara', 'hahaha'];['adoh', 'anies', 'nyinyir', 'mulusukur', 'dibales', 'ahok', 'juara', 'hahaha'];adoh anies nyinyir mulusukur dibales ahok juara hahaha
Sandi Janjikan Kemudahan Izin Bisnis MICE Sampai Pedagang Kopi Keliling https://t.co/t83cawBxJ1 @sandiuno #DebatCagubDKI #AniesSandi;netralnews;sandi janjikan kemudahan izin bisnis mice sampai pedagang kopi keliling https://t.co/t83cawbxj1 @sandiuno #debatcagubdki #aniessandi;sandi janjikan kemudahan izin bisnis mice sampai pedagang kopi keliling  @sandiuno #debatcagubdki #aniessandi;sandi janjikan kemudahan izin bisnis mice sampai pedagang kopi keliling    ;sandi janjikan kemudahan izin bisnis mice sampai pedagang kopi keliling    ;sandi janjikan kemudahan izin bisnis mice sampai pedagang kopi keliling    ;sandi janjikan kemudahan izin bisnis mice sampai pedagang kopi keliling;['sandi', 'janjikan', 'kemudahan', 'izin', 'bisnis', 'mice', 'sampai', 'pedagang', 'kopi', 'keliling'];['sandi', 'janjikan', 'kemudahan', 'izin', 'bisnis', 'mice', '', 'pedagang', 'kopi', 'keliling'];['sandi', 'janji', 'mudah', 'izin', 'bisnis', 'mice', '', 'dagang', 'kopi', 'keliling'];sandi janji mudah izin bisnis mice  dagang kopi keliling
sangat frontal Pak Anis bisalah tutur katanya lebih santun dan bijak #DebatCagubDKI #Debat2PilkadaDKI;indrisetiawati_;sangat frontal pak anis bisalah tutur katanya lebih santun dan bijak #debatcagubdki #debat2pilkadadki;sangat frontal pak anis bisalah tutur katanya lebih santun dan bijak #debatcagubdki #debat2pilkadadki;sangat frontal pak anis bisalah tutur katanya lebih santun dan bijak  ;sangat frontal pak anis bisalah tutur katanya lebih santun dan bijak  ;sangat frontal pak anis bisalah tutur katanya lebih santun dan bijak  ;sangat frontal pak anis bisalah tutur katanya lebih santun dan bijak;['sangat', 'frontal', 'pak', 'anis', 'bisalah', 'tutur', 'katanya', 'lebih', 'santun', 'dan', 'bijak'];['sangat', 'frontal', 'pak', 'anis', 'bisalah', 'tutur', 'katanya', 'lebih', 'santun', '', 'bijak'];['sangat', 'frontal', 'pak', 'anis', 'bisa', 'tutur', 'kata', 'lebih', 'santun', '', 'bijak'];sangat frontal pak anis bisa tutur kata lebih santun  bijak
Janji manis itu akan ditagih nanti lho pak.. Klo tidak jalan rasanya pait.. #Debat2PilkadaDKI #DebatCagubDKI;Dwitiya_Kusuma;janji manis itu akan ditagih nanti lho pak.. klo tidak jalan rasanya pait.. #debat2pilkadadki #debatcagubdki;janji manis itu akan ditagih nanti lho pak.. klo tidak jalan rasanya pait.. #debat2pilkadadki #debatcagubdki;janji manis itu akan ditagih nanti lho pak.. klo tidak jalan rasanya pait..  ;janji manis itu akan ditagih nanti lho pak klo tidak jalan rasanya pait  ;janji manis itu akan ditagih nanti lho pak klo tidak jalan rasanya pait  ;janji manis itu akan ditagih nanti lho pak klo tidak jalan rasanya pait;['janji', 'manis', 'itu', 'akan', 'ditagih', 'nanti', 'lho', 'pak', 'klo', 'tidak', 'jalan', 'rasanya', 'pait'];['janji', 'manis', '', '', 'ditagih', '', 'lho', 'pak', 'klo', '', 'jalan', 'rasanya', 'pait'];['janji', 'manis', '', '', 'tagih', '', 'lho', 'pak', 'klo', '', 'jalan', 'rasa', 'pait'];janji manis   tagih  lho pak klo  jalan rasa pait
@aniesbaswedan @sandiuno semangat sukses. Kamu doakan semoga bisa jadi pemimpin Jakarta berikutnya. #debatcagubDKI;tiasuciana;@aniesbaswedan @sandiuno semangat sukses. kamu doakan semoga bisa jadi pemimpin jakarta berikutnya. #debatcagubdki;@aniesbaswedan @sandiuno semangat sukses. kamu doakan semoga bisa jadi pemimpin jakarta berikutnya. #debatcagubdki;  semangat sukses. kamu doakan semoga bisa jadi pemimpin jakarta berikutnya. ;  semangat sukses kamu doakan semoga bisa jadi pemimpin jakarta berikutnya ;  semangat sukses kamu doakan semoga bisa jadi pemimpin jakarta berikutnya ;semangat sukses kamu doakan semoga bisa jadi pemimpin jakarta berikutnya;['semangat', 'sukses', 'kamu', 'doakan', 'semoga', 'bisa', 'jadi', 'pemimpin', 'jakarta', 'berikutnya'];['semangat', 'sukses', 'kamu', 'doakan', 'semoga', '', 'jadi', 'pemimpin', 'jakarta', 'berikutnya'];['semangat', 'sukses', 'kamu', 'doa', 'moga', '', 'jadi', 'pimpin', 'jakarta', 'ikut'];semangat sukses kamu doa moga  jadi pimpin jakarta ikut
Gulai Otak Sapi https://t.co/eeH6feB9dN #tukangsayurco #Debat2PilkadaDKI #AusOpen #MyHumorIn4Words #chinesenewyear #debatcagubdki #imlek jkt https://t.co/n2KtgdSecp;tukangsayurco;gulai otak sapi https://t.co/eeh6feb9dn #tukangsayurco #debat2pilkadadki #ausopen #myhumorin4words #chinesenewyear #debatcagubdki #imlek jkt https://t.co/n2ktgdsecp;gulai otak sapi  #tukangsayurco #debat2pilkadadki #ausopen #myhumorin4words #chinesenewyear #debatcagubdki #imlek jkt ;gulai otak sapi         jkt ;gulai otak sapi         jkt ;gulai otak sapi         jkt ;gulai otak sapi         jkt;['gulai', 'otak', 'sapi', 'jkt'];['gulai', 'otak', 'sapi', 'jkt'];['gulai', 'otak', 'sapi', 'jkt'];gulai otak sapi jkt
@Metro_TV tahu gejrot pasti tumbang... yg nyanyiin kader pdip dan mr. djarot ... #Debat2PilkadaDKI #debatcagubdki #Indonesia;ismoyo212;@metro_tv tahu gejrot pasti tumbang... yg nyanyiin kader pdip dan mr. djarot ... #debat2pilkadadki #debatcagubdki #indonesia;@metro_tv tahu gejrot pasti tumbang... yg nyanyiin kader pdip dan mr. djarot ... #debat2pilkadadki #debatcagubdki #indonesia; tahu gejrot pasti tumbang... yg nyanyiin kader pdip dan mr. djarot ...   ; tahu gejrot pasti tumbang yg nyanyiin kader pdip dan mr djarot    ; tahu gejrot pasti tumbang yg nyanyiin kader pdip dan mr djarot    ;tahu gejrot pasti tumbang yg nyanyiin kader pdip dan mr djarot;['tahu', 'gejrot', 'pasti', 'tumbang', 'yg', 'nyanyiin', 'kader', 'pdip', 'dan', 'mr', 'djarot'];['tahu', 'gejrot', '', 'tumbang', 'yg', 'nyanyiin', 'kader', 'pdip', '', 'mr', 'djarot'];['tahu', 'gejrot', '', 'tumbang', 'yg', 'nyanyiin', 'kader', 'pdip', '', 'mr', 'djarot'];tahu gejrot  tumbang yg nyanyiin kader pdip  mr djarot
#debatcagubDKI masalah ibu kota sangat amat rumit jika di buat debat.sepertinya makin rumit..bahkan seperti g ada program yg baik...;beedee300666;#debatcagubdki masalah ibu kota sangat amat rumit jika di buat debat.sepertinya makin rumit..bahkan seperti g ada program yg baik...;#debatcagubdki masalah ibu kota sangat amat rumit jika di buat debat.sepertinya makin rumit..bahkan seperti g ada program yg baik...; masalah ibu kota sangat amat rumit jika di buat debat.sepertinya makin rumit..bahkan seperti g ada program yg baik...; masalah ibu kota sangat amat rumit jika di buat debatsepertinya makin rumitbahkan seperti g ada program yg baik; masalah ibu kota sangat amat rumit jika di buat debatsepertinya makin rumitbahkan seperti g ada program yg baik;masalah ibu kota sangat amat rumit jika di buat debatsepertinya makin rumitbahkan seperti g ada program yg baik;['masalah', 'ibu', 'kota', 'sangat', 'amat', 'rumit', 'jika', 'di', 'buat', 'debatsepertinya', 'makin', 'rumitbahkan', 'seperti', 'g', 'ada', 'program', 'yg', 'baik'];['masalah', 'ibu', 'kota', 'sangat', '', 'rumit', '', '', 'buat', 'debatsepertinya', 'makin', 'rumitbahkan', '', 'g', '', 'program', 'yg', 'baik'];['masalah', 'ibu', 'kota', 'sangat', '', 'rumit', '', '', 'buat', 'debatsepertinya', 'makin', 'rumitbahkan', '', 'g', '', 'program', 'yg', 'baik'];masalah ibu kota sangat  rumit   buat debatsepertinya makin rumitbahkan  g  program yg baik
Walau bukan warga Dki tapi seru juga mengikuti kegiatan calon para pempimpin Dki #debatcagubdki;ArifinS509;walau bukan warga dki tapi seru juga mengikuti kegiatan calon para pempimpin dki #debatcagubdki;walau bukan warga dki tapi seru juga mengikuti kegiatan calon para pempimpin dki #debatcagubdki;walau bukan warga dki tapi seru juga mengikuti kegiatan calon para pempimpin dki ;walau bukan warga dki tapi seru juga mengikuti kegiatan calon para pempimpin dki ;walau bukan warga dki tapi seru juga mengikuti kegiatan calon para pempimpin dki ;walau bukan warga dki tapi seru juga mengikuti kegiatan calon para pempimpin dki;['walau', 'bukan', 'warga', 'dki', 'tapi', 'seru', 'juga', 'mengikuti', 'kegiatan', 'calon', 'para', 'pempimpin', 'dki'];['', 'bukan', 'warga', 'dki', '', 'seru', '', 'mengikuti', 'kegiatan', 'calon', '', 'pempimpin', 'dki'];['', 'bukan', 'warga', 'dki', '', 'seru', '', 'ikut', 'giat', 'calon', '', 'pempimpin', 'dki']; bukan warga dki  seru  ikut giat calon  pempimpin dki
Pasca debat Pilkada DKI kemarin tentukan pilihan anda untuk 2017-2022? #Debat2PilkadaDKI #debatcagubdki @temanAhok @AHY_fans @SalamBersama;HaposanGabriel;pasca debat pilkada dki kemarin tentukan pilihan anda untuk 2017-2022? #debat2pilkadadki #debatcagubdki @temanahok @ahy_fans @salambersama;pasca debat pilkada dki kemarin tentukan pilihan anda untuk 2017-2022? #debat2pilkadadki #debatcagubdki @temanahok @ahy_fans @salambersama;pasca debat pilkada dki kemarin tentukan pilihan anda untuk 2017-2022?     ;pasca debat pilkada dki kemarin tentukan pilihan anda untuk 20172022     ;pasca debat pilkada dki kemarin tentukan pilihan anda untuk      ;pasca debat pilkada dki kemarin tentukan pilihan anda untuk;['pasca', 'debat', 'pilkada', 'dki', 'kemarin', 'tentukan', 'pilihan', 'anda', 'untuk'];['pasca', 'debat', 'pilkada', 'dki', 'kemarin', 'tentukan', 'pilihan', '', ''];['pasca', 'debat', 'pilkada', 'dki', 'kemarin', 'tentu', 'pilih', '', ''];pasca debat pilkada dki kemarin tentu pilih  
#debatcagubDKI bagai mana klo g usah debat sepertinya biasa biasa aja.;beedee300666;#debatcagubdki bagai mana klo g usah debat sepertinya biasa biasa aja.;#debatcagubdki bagai mana klo g usah debat sepertinya biasa biasa aja.; bagai mana klo g usah debat sepertinya biasa biasa aja.; bagai mana klo g usah debat sepertinya biasa biasa aja; bagai mana klo g usah debat sepertinya biasa biasa aja;bagai mana klo g usah debat sepertinya biasa biasa aja;['bagai', 'mana', 'klo', 'g', 'usah', 'debat', 'sepertinya', 'biasa', 'biasa', 'aja'];['bagai', 'mana', 'klo', 'g', 'usah', 'debat', 'sepertinya', 'biasa', 'biasa', 'aja'];['bagai', 'mana', 'klo', 'g', 'usah', 'debat', 'seperti', 'biasa', 'biasa', 'aja'];bagai mana klo g usah debat seperti biasa biasa aja
#Debat2PilkadaDKI #debatcagubdki 'Tarian' Ahok Berseliweran Di Dunia Maya https://t.co/P4oJSpAWy8;ChristaElim;#debat2pilkadadki #debatcagubdki 'tarian' ahok berseliweran di dunia maya https://t.co/p4ojspawy8;#debat2pilkadadki #debatcagubdki 'tarian' ahok berseliweran di dunia maya ;  'tarian' ahok berseliweran di dunia maya ;  tarian ahok berseliweran di dunia maya ;  tarian ahok berseliweran di dunia maya ;tarian ahok berseliweran di dunia maya;['tarian', 'ahok', 'berseliweran', 'di', 'dunia', 'maya'];['tarian', 'ahok', 'berseliweran', '', 'dunia', 'maya'];['tari', 'ahok', 'seliwer', '', 'dunia', 'maya'];tari ahok seliwer  dunia maya
Pilih yang sudah terbukti berantas korupsi#debatcagubdki;alcantara_agung;pilih yang sudah terbukti berantas korupsi#debatcagubdki;pilih yang sudah terbukti berantas korupsi#debatcagubdki;pilih yang sudah terbukti berantas korupsi;pilih yang sudah terbukti berantas korupsi;pilih yang sudah terbukti berantas korupsi;pilih yang sudah terbukti berantas korupsi;['pilih', 'yang', 'sudah', 'terbukti', 'berantas', 'korupsi'];['pilih', '', '', 'terbukti', 'berantas', 'korupsi'];['pilih', '', '', 'bukti', 'berantas', 'korupsi'];pilih   bukti berantas korupsi
Ini baru the best sesion #Debat2PilkadaDKI #Ahok2Djarot #debatcagubdki https://t.co/5mYdqag0TU;Calvariany;ini baru the best sesion #debat2pilkadadki #ahok2djarot #debatcagubdki https://t.co/5mydqag0tu;ini baru the best sesion #debat2pilkadadki #ahok2djarot #debatcagubdki ;ini baru the best sesion    ;ini baru the best sesion    ;ini baru the best sesion    ;ini baru the best sesion;['ini', 'baru', 'the', 'best', 'sesion'];['', 'baru', 'the', 'best', 'sesion'];['', 'baru', 'the', 'best', 'sesion']; baru the best sesion
Halo pak @aniesbaswedan Sunda Kelapa tak ada hub.nya dgn phn Kelapa https://t.co/xLbidKJ6aZ #Debat2PilkadaDKI #DebatPilgubDKI #DebatCagubDKI;ManompangFHtp;halo pak @aniesbaswedan sunda kelapa tak ada hub.nya dgn phn kelapa https://t.co/xlbidkj6az #debat2pilkadadki #debatpilgubdki #debatcagubdki;halo pak @aniesbaswedan sunda kelapa tak ada hub.nya dgn phn kelapa  #debat2pilkadadki #debatpilgubdki #debatcagubdki;halo pak  sunda kelapa tak ada hub.nya dgn phn kelapa    ;halo pak  sunda kelapa tak ada hubnya dgn phn kelapa    ;halo pak  sunda kelapa tak ada hubnya dgn phn kelapa    ;halo pak  sunda kelapa tak ada hubnya dgn phn kelapa;['halo', 'pak', 'sunda', 'kelapa', 'tak', 'ada', 'hubnya', 'dgn', 'phn', 'kelapa'];['halo', 'pak', 'sunda', 'kelapa', 'tak', '', 'hubnya', 'dgn', 'phn', 'kelapa'];['halo', 'pak', 'sunda', 'kelapa', 'tak', '', 'hubnya', 'dgn', 'phn', 'kelapa'];halo pak sunda kelapa tak  hubnya dgn phn kelapa
Melihat debat kedua Seharusnya mata kita lbh terbuka Kita tunggu debat ketiga Smoga ada mbak najwa #debatcagubdki;sesantiWU;melihat debat kedua seharusnya mata kita lbh terbuka kita tunggu debat ketiga smoga ada mbak najwa #debatcagubdki;melihat debat kedua seharusnya mata kita lbh terbuka kita tunggu debat ketiga smoga ada mbak najwa #debatcagubdki;melihat debat kedua seharusnya mata kita lbh terbuka kita tunggu debat ketiga smoga ada mbak najwa ;melihat debat kedua seharusnya mata kita lbh terbuka kita tunggu debat ketiga smoga ada mbak najwa ;melihat debat kedua seharusnya mata kita lbh terbuka kita tunggu debat ketiga smoga ada mbak najwa ;melihat debat kedua seharusnya mata kita lbh terbuka kita tunggu debat ketiga smoga ada mbak najwa;['melihat', 'debat', 'kedua', 'seharusnya', 'mata', 'kita', 'lbh', 'terbuka', 'kita', 'tunggu', 'debat', 'ketiga', 'smoga', 'ada', 'mbak', 'najwa'];['melihat', 'debat', 'kedua', '', 'mata', '', 'lbh', 'terbuka', '', 'tunggu', 'debat', 'ketiga', 'smoga', '', 'mbak', 'najwa'];['lihat', 'debat', 'dua', '', 'mata', '', 'lbh', 'buka', '', 'tunggu', 'debat', 'tiga', 'smoga', '', 'mbak', 'najwa'];lihat debat dua  mata  lbh buka  tunggu debat tiga smoga  mbak najwa
Ada yang mencari pohon kelapa di sunda kelapa :) #DebatCagubDKI;NPagawak;ada yang mencari pohon kelapa di sunda kelapa :) #debatcagubdki;ada yang mencari pohon kelapa di sunda kelapa :) #debatcagubdki;ada yang mencari pohon kelapa di sunda kelapa :) ;ada yang mencari pohon kelapa di sunda kelapa  ;ada yang mencari pohon kelapa di sunda kelapa  ;ada yang mencari pohon kelapa di sunda kelapa;['ada', 'yang', 'mencari', 'pohon', 'kelapa', 'di', 'sunda', 'kelapa'];['', '', 'mencari', 'pohon', 'kelapa', '', 'sunda', 'kelapa'];['', '', 'cari', 'pohon', 'kelapa', '', 'sunda', 'kelapa'];  cari pohon kelapa  sunda kelapa
kalau ibarat team sepakbola DKI adalah Real Madrid alias team kaya tapi kalau masuk peringkat 16.. ya degradasi.. pie toh? #DebatCagubDKI https://t.co/i1hSGGypUz;gun_dulz;kalau ibarat team sepakbola dki adalah real madrid alias team kaya tapi kalau masuk peringkat 16.. ya degradasi.. pie toh? #debatcagubdki https://t.co/i1hsggypuz;kalau ibarat team sepakbola dki adalah real madrid alias team kaya tapi kalau masuk peringkat 16.. ya degradasi.. pie toh? #debatcagubdki ;kalau ibarat team sepakbola dki adalah real madrid alias team kaya tapi kalau masuk peringkat 16.. ya degradasi.. pie toh?  ;kalau ibarat team sepakbola dki adalah real madrid alias team kaya tapi kalau masuk peringkat 16 ya degradasi pie toh  ;kalau ibarat team sepakbola dki adalah real madrid alias team kaya tapi kalau masuk peringkat  ya degradasi pie toh  ;kalau ibarat team sepakbola dki adalah real madrid alias team kaya tapi kalau masuk peringkat  ya degradasi pie toh;['kalau', 'ibarat', 'team', 'sepakbola', 'dki', 'adalah', 'real', 'madrid', 'alias', 'team', 'kaya', 'tapi', 'kalau', 'masuk', 'peringkat', 'ya', 'degradasi', 'pie', 'toh'];['kalau', 'ibarat', 'team', 'sepakbola', 'dki', '', 'real', 'madrid', 'alias', 'team', 'kaya', '', 'kalau', 'masuk', 'peringkat', '', 'degradasi', 'pie', ''];['kalau', 'ibarat', 'team', 'sepakbola', 'dki', '', 'real', 'madrid', 'alias', 'team', 'kaya', '', 'kalau', 'masuk', 'peringkat', '', 'degradasi', 'pie', ''];kalau ibarat team sepakbola dki  real madrid alias team kaya  kalau masuk peringkat  degradasi pie 
#debatcagubdki @kpu_dki Debat Cagub/Cawagub DKI 2017: KPU DKI Jakarta Abaikan Realitas Sosial - https://t.co/yb8TTGDbEy;infokespro;#debatcagubdki @kpu_dki debat cagub/cawagub dki 2017: kpu dki jakarta abaikan realitas sosial - https://t.co/yb8ttgdbey;#debatcagubdki @kpu_dki debat cagub/cawagub dki 2017: kpu dki jakarta abaikan realitas sosial - ;  debat cagub/cawagub dki 2017: kpu dki jakarta abaikan realitas sosial - ;  debat cagubcawagub dki 2017 kpu dki jakarta abaikan realitas sosial  ;  debat cagubcawagub dki  kpu dki jakarta abaikan realitas sosial  ;debat cagubcawagub dki  kpu dki jakarta abaikan realitas sosial;['debat', 'cagubcawagub', 'dki', 'kpu', 'dki', 'jakarta', 'abaikan', 'realitas', 'sosial'];['debat', 'cagubcawagub', 'dki', 'kpu', 'dki', 'jakarta', 'abaikan', 'realitas', 'sosial'];['debat', 'cagubcawagub', 'dki', 'kpu', 'dki', 'jakarta', 'abai', 'realitas', 'sosial'];debat cagubcawagub dki kpu dki jakarta abai realitas sosial
Saya sih yakin pak @basuki_btp dah gatal mw nyerang kiri kanan Tapi nahan2 emosi salut #DebatPilgubDKI #DebatCagubDKI #Debat2PilkadaDKI;ManompangFHtp;saya sih yakin pak @basuki_btp dah gatal mw nyerang kiri kanan tapi nahan2 emosi salut #debatpilgubdki #debatcagubdki #debat2pilkadadki;saya sih yakin pak @basuki_btp dah gatal mw nyerang kiri kanan tapi nahan2 emosi salut #debatpilgubdki #debatcagubdki #debat2pilkadadki;saya sih yakin pak  dah gatal mw nyerang kiri kanan tapi nahan2 emosi salut   ;saya sih yakin pak  dah gatal mw nyerang kiri kanan tapi nahan2 emosi salut   ;saya sih yakin pak  dah gatal mw nyerang kiri kanan tapi nahan emosi salut   ;saya sih yakin pak  dah gatal mw nyerang kiri kanan tapi nahan emosi salut;['saya', 'sih', 'yakin', 'pak', 'dah', 'gatal', 'mw', 'nyerang', 'kiri', 'kanan', 'tapi', 'nahan', 'emosi', 'salut'];['', 'sih', 'yakin', 'pak', 'dah', 'gatal', 'mw', 'nyerang', 'kiri', 'kanan', '', 'nahan', 'emosi', 'salut'];['', 'sih', 'yakin', 'pak', 'dah', 'gatal', 'mw', 'nyerang', 'kiri', 'kanan', '', 'nahan', 'emosi', 'salut']; sih yakin pak dah gatal mw nyerang kiri kanan  nahan emosi salut
