full_text;username;tweet_lower;tweet_no_url;tweet_no_mention_hashtag;tweet_no_punctuation;tweet_no_numbers;tweet_clean;tweet_tokenized;tweet_no_stopwords;tweet_stemmed;tweet_preprocessed
Tanggapan Djarot: Kami optimistis APM Jakarta bisa ditingkatkan. #TempoLive #debatcagubdki;egiadyatama;tanggapan djarot: kami optimistis apm jakarta bisa ditingkatkan. #tempolive #debatcagubdki;tanggapan djarot: kami optimistis apm jakarta bisa ditingkatkan. #tempolive #debatcagubdki;tanggapan djarot: kami optimistis apm jakarta bisa ditingkatkan.  ;tanggapan djarot kami optimistis apm jakarta bisa ditingkatkan  ;tanggapan djarot kami optimistis apm jakarta bisa ditingkatkan  ;tanggapan djarot kami optimistis apm jakarta bisa ditingkatkan;['tanggapan', 'djarot', 'kami', 'optimistis', 'apm', 'jakarta', 'bisa', 'ditingkatkan'];['tanggapan', 'djarot', '', 'optimistis', 'apm', 'jakarta', '', 'ditingkatkan'];['tanggap', 'djarot', '', 'optimistis', 'apm', 'jakarta', '', 'tingkat'];tanggap djarot  optimistis apm jakarta  tingkat
xMen: penjelasan Bu Sylvi kpanjangan prtnyaan blum kluar.. tp sy ngerti mksud bu silby hehe.. blablabla #debatcagubdki #debat2pilkadajkt;ToniSaja_;xmen: penjelasan bu sylvi kpanjangan prtnyaan blum kluar.. tp sy ngerti mksud bu silby hehe.. blablabla #debatcagubdki #debat2pilkadajkt;xmen: penjelasan bu sylvi kpanjangan prtnyaan blum kluar.. tp sy ngerti mksud bu silby hehe.. blablabla #debatcagubdki #debat2pilkadajkt;xmen: penjelasan bu sylvi kpanjangan prtnyaan blum kluar.. tp sy ngerti mksud bu silby hehe.. blablabla  ;xmen penjelasan bu sylvi kpanjangan prtnyaan blum kluar tp sy ngerti mksud bu silby hehe blablabla  ;xmen penjelasan bu sylvi kpanjangan prtnyaan blum kluar tp sy ngerti mksud bu silby hehe blablabla  ;xmen penjelasan bu sylvi kpanjangan prtnyaan blum kluar tp sy ngerti mksud bu silby hehe blablabla;['xmen', 'penjelasan', 'bu', 'sylvi', 'kpanjangan', 'prtnyaan', 'blum', 'kluar', 'tp', 'sy', 'ngerti', 'mksud', 'bu', 'silby', 'hehe', 'blablabla'];['xmen', 'penjelasan', 'bu', 'sylvi', 'kpanjangan', 'prtnyaan', 'blum', 'kluar', 'tp', 'sy', 'ngerti', 'mksud', 'bu', 'silby', 'hehe', 'blablabla'];['xmen', 'jelas', 'bu', 'sylvi', 'kpanjangan', 'prtnyaan', 'blum', 'kluar', 'tp', 'sy', 'ngerti', 'mksud', 'bu', 'silby', 'hehe', 'blablabla'];xmen jelas bu sylvi kpanjangan prtnyaan blum kluar tp sy ngerti mksud bu silby hehe blablabla
Dear @nongandah ini istilah yg tepat tentang #Debat2PilkadaDKI #debatcagubdki https://t.co/N7MXMZYXuy;JJDipodiputro;dear @nongandah ini istilah yg tepat tentang #debat2pilkadadki #debatcagubdki https://t.co/n7mxmzyxuy;dear @nongandah ini istilah yg tepat tentang #debat2pilkadadki #debatcagubdki ;dear  ini istilah yg tepat tentang   ;dear  ini istilah yg tepat tentang   ;dear  ini istilah yg tepat tentang   ;dear  ini istilah yg tepat tentang;['dear', 'ini', 'istilah', 'yg', 'tepat', 'tentang'];['dear', '', 'istilah', 'yg', 'tepat', ''];['dear', '', 'istilah', 'yg', 'tepat', ''];dear  istilah yg tepat 
Kapan penjelasan berikut caranya disampaikan ke warga ya? Kayanya mempercantik memperbaik semua. #2 paling jelas. #debatcagubdki;gorillaxid;kapan penjelasan berikut caranya disampaikan ke warga ya? kayanya mempercantik memperbaik semua. #2 paling jelas. #debatcagubdki;kapan penjelasan berikut caranya disampaikan ke warga ya? kayanya mempercantik memperbaik semua. #2 paling jelas. #debatcagubdki;kapan penjelasan berikut caranya disampaikan ke warga ya? kayanya mempercantik memperbaik semua.  paling jelas. ;kapan penjelasan berikut caranya disampaikan ke warga ya kayanya mempercantik memperbaik semua  paling jelas ;kapan penjelasan berikut caranya disampaikan ke warga ya kayanya mempercantik memperbaik semua  paling jelas ;kapan penjelasan berikut caranya disampaikan ke warga ya kayanya mempercantik memperbaik semua  paling jelas;['kapan', 'penjelasan', 'berikut', 'caranya', 'disampaikan', 'ke', 'warga', 'ya', 'kayanya', 'mempercantik', 'memperbaik', 'semua', 'paling', 'jelas'];['kapan', 'penjelasan', 'berikut', 'caranya', 'disampaikan', '', 'warga', '', 'kayanya', 'mempercantik', 'memperbaik', 'semua', 'paling', 'jelas'];['kapan', 'jelas', 'ikut', 'cara', 'sampai', '', 'warga', '', 'kaya', 'cantik', 'baik', 'semua', 'paling', 'jelas'];kapan jelas ikut cara sampai  warga  kaya cantik baik semua paling jelas
Silvi ke Anies. Waktu habis cewe selalu benar dan selalu ingin dimengerti peka dong #Debat2PilkadaDKI #DebatCagubDKI;syahruna_full;silvi ke anies. waktu habis cewe selalu benar dan selalu ingin dimengerti peka dong #debat2pilkadadki #debatcagubdki;silvi ke anies. waktu habis cewe selalu benar dan selalu ingin dimengerti peka dong #debat2pilkadadki #debatcagubdki;silvi ke anies. waktu habis cewe selalu benar dan selalu ingin dimengerti peka dong  ;silvi ke anies waktu habis cewe selalu benar dan selalu ingin dimengerti peka dong  ;silvi ke anies waktu habis cewe selalu benar dan selalu ingin dimengerti peka dong  ;silvi ke anies waktu habis cewe selalu benar dan selalu ingin dimengerti peka dong;['silvi', 'ke', 'anies', 'waktu', 'habis', 'cewe', 'selalu', 'benar', 'dan', 'selalu', 'ingin', 'dimengerti', 'peka', 'dong'];['silvi', '', 'anies', 'waktu', 'habis', 'cewe', 'selalu', 'benar', '', 'selalu', '', 'dimengerti', 'peka', 'dong'];['silvi', '', 'anies', 'waktu', 'habis', 'cewe', 'selalu', 'benar', '', 'selalu', '', 'erti', 'peka', 'dong'];silvi  anies waktu habis cewe selalu benar  selalu  erti peka dong
#DebatCagubDKI APA PERTANYAAN NYA IBU SILPI?! WKWKW NGAKAK;thmsjulio;#debatcagubdki apa pertanyaan nya ibu silpi?! wkwkw ngakak;#debatcagubdki apa pertanyaan nya ibu silpi?! wkwkw ngakak; apa pertanyaan nya ibu silpi?! wkwkw ngakak; apa pertanyaan nya ibu silpi wkwkw ngakak; apa pertanyaan nya ibu silpi wkwkw ngakak;apa pertanyaan nya ibu silpi wkwkw ngakak;['apa', 'pertanyaan', 'nya', 'ibu', 'silpi', 'wkwkw', 'ngakak'];['apa', 'pertanyaan', 'nya', 'ibu', 'silpi', 'wkwkw', 'ngakak'];['apa', 'tanya', 'nya', 'ibu', 'silpi', 'wkwkw', 'ngakak'];apa tanya nya ibu silpi wkwkw ngakak
Bergeser sedikit bukan gusur katanya... woy ini bangunan ga punya kaki bercanda sekali paslon 1 ini #DebatCagubDKI;mba2biasaaja;bergeser sedikit bukan gusur katanya... woy ini bangunan ga punya kaki bercanda sekali paslon 1 ini #debatcagubdki;bergeser sedikit bukan gusur katanya... woy ini bangunan ga punya kaki bercanda sekali paslon 1 ini #debatcagubdki;bergeser sedikit bukan gusur katanya... woy ini bangunan ga punya kaki bercanda sekali paslon 1 ini ;bergeser sedikit bukan gusur katanya woy ini bangunan ga punya kaki bercanda sekali paslon 1 ini ;bergeser sedikit bukan gusur katanya woy ini bangunan ga punya kaki bercanda sekali paslon  ini ;bergeser sedikit bukan gusur katanya woy ini bangunan ga punya kaki bercanda sekali paslon  ini;['bergeser', 'sedikit', 'bukan', 'gusur', 'katanya', 'woy', 'ini', 'bangunan', 'ga', 'punya', 'kaki', 'bercanda', 'sekali', 'paslon', 'ini'];['bergeser', 'sedikit', 'bukan', 'gusur', 'katanya', 'woy', '', 'bangunan', 'ga', 'punya', 'kaki', 'bercanda', 'sekali', 'paslon', ''];['geser', 'sedikit', 'bukan', 'gusur', 'kata', 'woy', '', 'bangun', 'ga', 'punya', 'kaki', 'canda', 'sekali', 'paslon', ''];geser sedikit bukan gusur kata woy  bangun ga punya kaki canda sekali paslon 
Jadi pertanyaannyaaaaa apaaaaa? #DebatAHYPalingOke #DebatCagubDKI;dikatakata;jadi pertanyaannyaaaaa apaaaaa? #debatahypalingoke #debatcagubdki;jadi pertanyaannyaaaaa apaaaaa? #debatahypalingoke #debatcagubdki;jadi pertanyaannyaaaaa apaaaaa?  ;jadi pertanyaannyaaaaa apaaaaa  ;jadi pertanyaannyaaaaa apaaaaa  ;jadi pertanyaannyaaaaa apaaaaa;['jadi', 'pertanyaannyaaaaa', 'apaaaaa'];['jadi', 'pertanyaannyaaaaa', 'apaaaaa'];['jadi', 'pertanyaannyaaaaa', 'apaaaaa'];jadi pertanyaannyaaaaa apaaaaa
#DebatCagubDKI bu silpi jgn baca puisi. Pak anis ga ngerti;AYAdndr;#debatcagubdki bu silpi jgn baca puisi. pak anis ga ngerti;#debatcagubdki bu silpi jgn baca puisi. pak anis ga ngerti; bu silpi jgn baca puisi. pak anis ga ngerti; bu silpi jgn baca puisi pak anis ga ngerti; bu silpi jgn baca puisi pak anis ga ngerti;bu silpi jgn baca puisi pak anis ga ngerti;['bu', 'silpi', 'jgn', 'baca', 'puisi', 'pak', 'anis', 'ga', 'ngerti'];['bu', 'silpi', 'jgn', 'baca', 'puisi', 'pak', 'anis', 'ga', 'ngerti'];['bu', 'silpi', 'jgn', 'baca', 'puisi', 'pak', 'anis', 'ga', 'ngerti'];bu silpi jgn baca puisi pak anis ga ngerti
#DebatCagubDKI No 1 bneran nglawak duet yg hebatt wkwkkw;Navana_tea;#debatcagubdki no 1 bneran nglawak duet yg hebatt wkwkkw;#debatcagubdki no 1 bneran nglawak duet yg hebatt wkwkkw; no 1 bneran nglawak duet yg hebatt wkwkkw; no 1 bneran nglawak duet yg hebatt wkwkkw; no  bneran nglawak duet yg hebatt wkwkkw;no  bneran nglawak duet yg hebatt wkwkkw;['no', 'bneran', 'nglawak', 'duet', 'yg', 'hebatt', 'wkwkkw'];['no', 'bneran', 'nglawak', 'duet', 'yg', 'hebatt', 'wkwkkw'];['no', 'bneran', 'nglawak', 'duet', 'yg', 'hebatt', 'wkwkkw'];no bneran nglawak duet yg hebatt wkwkkw
.@GunRomli nuduh emang mudah :D https://t.co/8ntDIsl3AU #DebatCagubDKI;SuaraAnies;.@gunromli nuduh emang mudah :d https://t.co/8ntdisl3au #debatcagubdki;.@gunromli nuduh emang mudah :d  #debatcagubdki;. nuduh emang mudah :d  ; nuduh emang mudah d  ; nuduh emang mudah d  ;nuduh emang mudah d;['nuduh', 'emang', 'mudah', 'd'];['nuduh', 'emang', 'mudah', 'd'];['nuduh', 'emang', 'mudah', 'd'];nuduh emang mudah d
Jelek2in orang lain tapi diri sendiri juga ga bagus2 amat #Debat2PilkadaDKI #Debat2PilkadaJKT #debatcagubdki;DianMaladiN;jelek2in orang lain tapi diri sendiri juga ga bagus2 amat #debat2pilkadadki #debat2pilkadajkt #debatcagubdki;jelek2in orang lain tapi diri sendiri juga ga bagus2 amat #debat2pilkadadki #debat2pilkadajkt #debatcagubdki;jelek2in orang lain tapi diri sendiri juga ga bagus2 amat   ;jelek2in orang lain tapi diri sendiri juga ga bagus2 amat   ;jelekin orang lain tapi diri sendiri juga ga bagus amat   ;jelekin orang lain tapi diri sendiri juga ga bagus amat;['jelekin', 'orang', 'lain', 'tapi', 'diri', 'sendiri', 'juga', 'ga', 'bagus', 'amat'];['jelekin', 'orang', '', '', 'diri', 'sendiri', '', 'ga', 'bagus', ''];['jelekin', 'orang', '', '', 'diri', 'sendiri', '', 'ga', 'bagus', ''];jelekin orang   diri sendiri  ga bagus 
Anies soal pendidikan: Di Jakarta Utara APM-nya 52 persen. Jadi separo anak di Jakarta Utara tak sekolah. #TempoLive #debatcagubdki;egiadyatama;anies soal pendidikan: di jakarta utara apm-nya 52 persen. jadi separo anak di jakarta utara tak sekolah. #tempolive #debatcagubdki;anies soal pendidikan: di jakarta utara apm-nya 52 persen. jadi separo anak di jakarta utara tak sekolah. #tempolive #debatcagubdki;anies soal pendidikan: di jakarta utara apm-nya 52 persen. jadi separo anak di jakarta utara tak sekolah.  ;anies soal pendidikan di jakarta utara apmnya 52 persen jadi separo anak di jakarta utara tak sekolah  ;anies soal pendidikan di jakarta utara apmnya  persen jadi separo anak di jakarta utara tak sekolah  ;anies soal pendidikan di jakarta utara apmnya  persen jadi separo anak di jakarta utara tak sekolah;['anies', 'soal', 'pendidikan', 'di', 'jakarta', 'utara', 'apmnya', 'persen', 'jadi', 'separo', 'anak', 'di', 'jakarta', 'utara', 'tak', 'sekolah'];['anies', 'soal', 'pendidikan', '', 'jakarta', 'utara', 'apmnya', 'persen', 'jadi', 'separo', 'anak', '', 'jakarta', 'utara', 'tak', 'sekolah'];['anies', 'soal', 'didik', '', 'jakarta', 'utara', 'apmnya', 'persen', 'jadi', 'paro', 'anak', '', 'jakarta', 'utara', 'tak', 'sekolah'];anies soal didik  jakarta utara apmnya persen jadi paro anak  jakarta utara tak sekolah
#Debat2PilkadaDKI#DebatCagubDKI#DebatPilkadaDKI https://t.co/LUXsXucM7m;JOSJADUL_1982;#debat2pilkadadki#debatcagubdki#debatpilkadadki https://t.co/luxsxucm7m;#debat2pilkadadki#debatcagubdki#debatpilkadadki ; ; ; ;;[];[];[];
#Debat2PilkadaDKI #DebatCagubDKI Situs Terpercaya 1ID 7Game Promo Bonus TO dan Referral Klik https://t.co/KC26XOFiuM https://t.co/RB2z5euDrI;motorqq;#debat2pilkadadki #debatcagubdki situs terpercaya 1id 7game promo bonus to dan referral klik https://t.co/kc26xofium https://t.co/rb2z5eudri;#debat2pilkadadki #debatcagubdki situs terpercaya 1id 7game promo bonus to dan referral klik  ;  situs terpercaya 1id 7game promo bonus to dan referral klik  ;  situs terpercaya 1id 7game promo bonus to dan referral klik  ;  situs terpercaya id game promo bonus to dan referral klik  ;situs terpercaya id game promo bonus to dan referral klik;['situs', 'terpercaya', 'id', 'game', 'promo', 'bonus', 'to', 'dan', 'referral', 'klik'];['situs', 'terpercaya', 'id', 'game', 'promo', 'bonus', 'to', '', 'referral', 'klik'];['situs', 'percaya', 'id', 'game', 'promo', 'bonus', 'to', '', 'referral', 'klik'];situs percaya id game promo bonus to  referral klik
Paslon 2 #BaDjaAdalahKita 2 jari kita Dong @AhokDjarot #Debat2PilkadaDKI #DebatCagubDki #2jariuntukjakarta @salam2jariYA;IOS_GrizlyWolf;paslon 2 #badjaadalahkita 2 jari kita dong @ahokdjarot #debat2pilkadadki #debatcagubdki #2jariuntukjakarta @salam2jariya;paslon 2 #badjaadalahkita 2 jari kita dong @ahokdjarot #debat2pilkadadki #debatcagubdki #2jariuntukjakarta @salam2jariya;paslon 2  2 jari kita dong     ;paslon 2  2 jari kita dong     ;paslon    jari kita dong     ;paslon    jari kita dong;['paslon', 'jari', 'kita', 'dong'];['paslon', 'jari', '', 'dong'];['paslon', 'jari', '', 'dong'];paslon jari  dong
#DebatCagubDKI nomor 2 sip tenan.mudah di cerna dan d mngrti..;EdinBoerju;#debatcagubdki nomor 2 sip tenan.mudah di cerna dan d mngrti..;#debatcagubdki nomor 2 sip tenan.mudah di cerna dan d mngrti..; nomor 2 sip tenan.mudah di cerna dan d mngrti..; nomor 2 sip tenanmudah di cerna dan d mngrti; nomor  sip tenanmudah di cerna dan d mngrti;nomor  sip tenanmudah di cerna dan d mngrti;['nomor', 'sip', 'tenanmudah', 'di', 'cerna', 'dan', 'd', 'mngrti'];['nomor', 'sip', 'tenanmudah', '', 'cerna', '', 'd', 'mngrti'];['nomor', 'sip', 'tenanmudah', '', 'cerna', '', 'd', 'mngrti'];nomor sip tenanmudah  cerna  d mngrti
Ahok tak pantas pimpin Jakarta. Emosional dan tak cerna pertanyaan Anies. #TempoLive #DebatCagubDKI;RafyqP;ahok tak pantas pimpin jakarta. emosional dan tak cerna pertanyaan anies. #tempolive #debatcagubdki;ahok tak pantas pimpin jakarta. emosional dan tak cerna pertanyaan anies. #tempolive #debatcagubdki;ahok tak pantas pimpin jakarta. emosional dan tak cerna pertanyaan anies.  ;ahok tak pantas pimpin jakarta emosional dan tak cerna pertanyaan anies  ;ahok tak pantas pimpin jakarta emosional dan tak cerna pertanyaan anies  ;ahok tak pantas pimpin jakarta emosional dan tak cerna pertanyaan anies;['ahok', 'tak', 'pantas', 'pimpin', 'jakarta', 'emosional', 'dan', 'tak', 'cerna', 'pertanyaan', 'anies'];['ahok', 'tak', 'pantas', 'pimpin', 'jakarta', 'emosional', '', 'tak', 'cerna', 'pertanyaan', 'anies'];['ahok', 'tak', 'pantas', 'pimpin', 'jakarta', 'emosional', '', 'tak', 'cerna', 'tanya', 'anies'];ahok tak pantas pimpin jakarta emosional  tak cerna tanya anies
#DebatCagubDKI pak anies ngga kentut lagi? #ngakakaja;AYAdndr;#debatcagubdki pak anies ngga kentut lagi? #ngakakaja;#debatcagubdki pak anies ngga kentut lagi? #ngakakaja; pak anies ngga kentut lagi? ; pak anies ngga kentut lagi ; pak anies ngga kentut lagi ;pak anies ngga kentut lagi;['pak', 'anies', 'ngga', 'kentut', 'lagi'];['pak', 'anies', 'ngga', 'kentut', ''];['pak', 'anies', 'ngga', 'kentut', ''];pak anies ngga kentut 
#DebatCagubDKI Vertical Housing (rumah susun kali yak maksudnyah) Voted kami ya... No. 1... LOL. https://t.co/6UY9Btqaga;batack_overkill;#debatcagubdki vertical housing (rumah susun kali yak maksudnyah) voted kami ya... no. 1... lol. https://t.co/6uy9btqaga;#debatcagubdki vertical housing (rumah susun kali yak maksudnyah) voted kami ya... no. 1... lol. ; vertical housing (rumah susun kali yak maksudnyah) voted kami ya... no. 1... lol. ; vertical housing rumah susun kali yak maksudnyah voted kami ya no 1 lol ; vertical housing rumah susun kali yak maksudnyah voted kami ya no  lol ;vertical housing rumah susun kali yak maksudnyah voted kami ya no  lol;['vertical', 'housing', 'rumah', 'susun', 'kali', 'yak', 'maksudnyah', 'voted', 'kami', 'ya', 'no', 'lol'];['vertical', 'housing', 'rumah', 'susun', 'kali', 'yak', 'maksudnyah', 'voted', '', '', 'no', 'lol'];['vertical', 'housing', 'rumah', 'susun', 'kali', 'yak', 'maksudnyah', 'voted', '', '', 'no', 'lol'];vertical housing rumah susun kali yak maksudnyah voted   no lol
Anies soal pendidikan: Kenyataan hari ini di Jakarta anak2 kita hanya 68 % APM (angka partisipasi murni) kita. #TempoLive #DebatCagubDKI;egiadyatama;anies soal pendidikan: kenyataan hari ini di jakarta anak2 kita hanya 68 % apm (angka partisipasi murni) kita. #tempolive #debatcagubdki;anies soal pendidikan: kenyataan hari ini di jakarta anak2 kita hanya 68 % apm (angka partisipasi murni) kita. #tempolive #debatcagubdki;anies soal pendidikan: kenyataan hari ini di jakarta anak2 kita hanya 68 % apm (angka partisipasi murni) kita.  ;anies soal pendidikan kenyataan hari ini di jakarta anak2 kita hanya 68  apm angka partisipasi murni kita  ;anies soal pendidikan kenyataan hari ini di jakarta anak kita hanya   apm angka partisipasi murni kita  ;anies soal pendidikan kenyataan hari ini di jakarta anak kita hanya   apm angka partisipasi murni kita;['anies', 'soal', 'pendidikan', 'kenyataan', 'hari', 'ini', 'di', 'jakarta', 'anak', 'kita', 'hanya', 'apm', 'angka', 'partisipasi', 'murni', 'kita'];['anies', 'soal', 'pendidikan', 'kenyataan', 'hari', '', '', 'jakarta', 'anak', '', '', 'apm', 'angka', 'partisipasi', 'murni', ''];['anies', 'soal', 'didik', 'nyata', 'hari', '', '', 'jakarta', 'anak', '', '', 'apm', 'angka', 'partisipasi', 'murni', ''];anies soal didik nyata hari   jakarta anak   apm angka partisipasi murni 
#debatcagubdki ahok djarot udah terbukti paling realistis professional. Yang lain cuma niru aja. Nih pemimpin pilihan rakyat cerdas.;holychristpy;#debatcagubdki ahok djarot udah terbukti paling realistis professional. yang lain cuma niru aja. nih pemimpin pilihan rakyat cerdas.;#debatcagubdki ahok djarot udah terbukti paling realistis professional. yang lain cuma niru aja. nih pemimpin pilihan rakyat cerdas.; ahok djarot udah terbukti paling realistis professional. yang lain cuma niru aja. nih pemimpin pilihan rakyat cerdas.; ahok djarot udah terbukti paling realistis professional yang lain cuma niru aja nih pemimpin pilihan rakyat cerdas; ahok djarot udah terbukti paling realistis professional yang lain cuma niru aja nih pemimpin pilihan rakyat cerdas;ahok djarot udah terbukti paling realistis professional yang lain cuma niru aja nih pemimpin pilihan rakyat cerdas;['ahok', 'djarot', 'udah', 'terbukti', 'paling', 'realistis', 'professional', 'yang', 'lain', 'cuma', 'niru', 'aja', 'nih', 'pemimpin', 'pilihan', 'rakyat', 'cerdas'];['ahok', 'djarot', 'udah', 'terbukti', 'paling', 'realistis', 'professional', '', '', 'cuma', 'niru', 'aja', 'nih', 'pemimpin', 'pilihan', 'rakyat', 'cerdas'];['ahok', 'djarot', 'udah', 'bukti', 'paling', 'realistis', 'professional', '', '', 'cuma', 'niru', 'aja', 'nih', 'pimpin', 'pilih', 'rakyat', 'cerdas'];ahok djarot udah bukti paling realistis professional   cuma niru aja nih pimpin pilih rakyat cerdas
Mengedukasi masyarakat itu penting #AhokDjarotBersih #NobarRelawanAhok #DebatCagubDKI;ManompangFHtp;mengedukasi masyarakat itu penting #ahokdjarotbersih #nobarrelawanahok #debatcagubdki;mengedukasi masyarakat itu penting #ahokdjarotbersih #nobarrelawanahok #debatcagubdki;mengedukasi masyarakat itu penting   ;mengedukasi masyarakat itu penting   ;mengedukasi masyarakat itu penting   ;mengedukasi masyarakat itu penting;['mengedukasi', 'masyarakat', 'itu', 'penting'];['mengedukasi', 'masyarakat', '', 'penting'];['edukasi', 'masyarakat', '', 'penting'];edukasi masyarakat  penting
.@GunRomli nuduh emang mudah :D #DebatCagubDKI https://t.co/IfMZO1x9yT;SuaraAnies;.@gunromli nuduh emang mudah :d #debatcagubdki https://t.co/ifmzo1x9yt;.@gunromli nuduh emang mudah :d #debatcagubdki ;. nuduh emang mudah :d  ; nuduh emang mudah d  ; nuduh emang mudah d  ;nuduh emang mudah d;['nuduh', 'emang', 'mudah', 'd'];['nuduh', 'emang', 'mudah', 'd'];['nuduh', 'emang', 'mudah', 'd'];nuduh emang mudah d
@basuki_btp jangan kepancing emosi pak.. Sabar.. sabar.. #Debat2PilkadaDKI #DebatCagubDKI;Dwitiya_Kusuma;@basuki_btp jangan kepancing emosi pak.. sabar.. sabar.. #debat2pilkadadki #debatcagubdki;@basuki_btp jangan kepancing emosi pak.. sabar.. sabar.. #debat2pilkadadki #debatcagubdki; jangan kepancing emosi pak.. sabar.. sabar..  ; jangan kepancing emosi pak sabar sabar  ; jangan kepancing emosi pak sabar sabar  ;jangan kepancing emosi pak sabar sabar;['jangan', 'kepancing', 'emosi', 'pak', 'sabar', 'sabar'];['jangan', 'kepancing', 'emosi', 'pak', 'sabar', 'sabar'];['jangan', 'pancing', 'emosi', 'pak', 'sabar', 'sabar'];jangan pancing emosi pak sabar sabar
Lek jare ibuku: #DebatCagubDKI sing penting iso ngomong terus disoraki Horeeeyy!!;pallibaz;lek jare ibuku: #debatcagubdki sing penting iso ngomong terus disoraki horeeeyy!!;lek jare ibuku: #debatcagubdki sing penting iso ngomong terus disoraki horeeeyy!!;lek jare ibuku:  sing penting iso ngomong terus disoraki horeeeyy!!;lek jare ibuku  sing penting iso ngomong terus disoraki horeeeyy;lek jare ibuku  sing penting iso ngomong terus disoraki horeeeyy;lek jare ibuku  sing penting iso ngomong terus disoraki horeeeyy;['lek', 'jare', 'ibuku', 'sing', 'penting', 'iso', 'ngomong', 'terus', 'disoraki', 'horeeeyy'];['lek', 'jare', 'ibuku', 'sing', 'penting', 'iso', 'ngomong', 'terus', 'disoraki', 'horeeeyy'];['lek', 'jare', 'ibu', 'sing', 'penting', 'iso', 'ngomong', 'terus', 'sorak', 'horeeeyy'];lek jare ibu sing penting iso ngomong terus sorak horeeeyy
Mas Agus.. Ngga nyambung ngga jelas ngga usah debat deh #DebatCagubDKI;hudionoalim;mas agus.. ngga nyambung ngga jelas ngga usah debat deh #debatcagubdki;mas agus.. ngga nyambung ngga jelas ngga usah debat deh #debatcagubdki;mas agus.. ngga nyambung ngga jelas ngga usah debat deh ;mas agus ngga nyambung ngga jelas ngga usah debat deh ;mas agus ngga nyambung ngga jelas ngga usah debat deh ;mas agus ngga nyambung ngga jelas ngga usah debat deh;['mas', 'agus', 'ngga', 'nyambung', 'ngga', 'jelas', 'ngga', 'usah', 'debat', 'deh'];['mas', 'agus', 'ngga', 'nyambung', 'ngga', 'jelas', 'ngga', 'usah', 'debat', 'deh'];['mas', 'agus', 'ngga', 'nyambung', 'ngga', 'jelas', 'ngga', 'usah', 'debat', 'deh'];mas agus ngga nyambung ngga jelas ngga usah debat deh
@aniesbaswedan bilang gmn Gmn mau Pimpin DKI lg kalo urusan gini ga bisa Padalah Anies di PECAT dr mentri.. #HilangRespect #DebatCagubDKI;StefanusRico;@aniesbaswedan bilang gmn gmn mau pimpin dki lg kalo urusan gini ga bisa padalah anies di pecat dr mentri.. #hilangrespect #debatcagubdki;@aniesbaswedan bilang gmn gmn mau pimpin dki lg kalo urusan gini ga bisa padalah anies di pecat dr mentri.. #hilangrespect #debatcagubdki; bilang gmn gmn mau pimpin dki lg kalo urusan gini ga bisa padalah anies di pecat dr mentri..  ; bilang gmn gmn mau pimpin dki lg kalo urusan gini ga bisa padalah anies di pecat dr mentri  ; bilang gmn gmn mau pimpin dki lg kalo urusan gini ga bisa padalah anies di pecat dr mentri  ;bilang gmn gmn mau pimpin dki lg kalo urusan gini ga bisa padalah anies di pecat dr mentri;['bilang', 'gmn', 'gmn', 'mau', 'pimpin', 'dki', 'lg', 'kalo', 'urusan', 'gini', 'ga', 'bisa', 'padalah', 'anies', 'di', 'pecat', 'dr', 'mentri'];['bilang', 'gmn', 'gmn', 'mau', 'pimpin', 'dki', 'lg', 'kalo', 'urusan', 'gini', 'ga', '', 'padalah', 'anies', '', 'pecat', 'dr', 'mentri'];['bilang', 'gmn', 'gmn', 'mau', 'pimpin', 'dki', 'lg', 'kalo', 'urus', 'gin', 'ga', '', 'pada', 'anies', '', 'pecat', 'dr', 'tri'];bilang gmn gmn mau pimpin dki lg kalo urus gin ga  pada anies  pecat dr tri
Paslon 2 diserang terus sama 2 tetangga sebelah berarti paslon 2 paling hebat dong :D #debatcagubdki @Beritasatu;yaniototsuki;paslon 2 diserang terus sama 2 tetangga sebelah berarti paslon 2 paling hebat dong :d #debatcagubdki @beritasatu;paslon 2 diserang terus sama 2 tetangga sebelah berarti paslon 2 paling hebat dong :d #debatcagubdki @beritasatu;paslon 2 diserang terus sama 2 tetangga sebelah berarti paslon 2 paling hebat dong :d  ;paslon 2 diserang terus sama 2 tetangga sebelah berarti paslon 2 paling hebat dong d  ;paslon  diserang terus sama  tetangga sebelah berarti paslon  paling hebat dong d  ;paslon  diserang terus sama  tetangga sebelah berarti paslon  paling hebat dong d;['paslon', 'diserang', 'terus', 'sama', 'tetangga', 'sebelah', 'berarti', 'paslon', 'paling', 'hebat', 'dong', 'd'];['paslon', 'diserang', 'terus', 'sama', 'tetangga', 'sebelah', 'berarti', 'paslon', 'paling', 'hebat', 'dong', 'd'];['paslon', 'serang', 'terus', 'sama', 'tetangga', 'belah', 'arti', 'paslon', 'paling', 'hebat', 'dong', 'd'];paslon serang terus sama tetangga belah arti paslon paling hebat dong d
