full_text,username,tweet_lower,tweet_no_url,tweet_no_mention_hashtag,tweet_no_punctuation,tweet_no_numbers,tweet_clean,tweet_tokenized,tweet_no_stopwords,tweet_stemmed,tweet_preprocessed,label
Belajar politik itu ngga harus terjun minimal mengenali calon pemimpin aja itu penting :D #debatcagub,edwinafaa,belajar politik itu ngga harus terjun minimal mengenali calon pemimpin aja itu penting :d #debatcagub,belajar politik itu ngga harus terjun minimal mengenali calon pemimpin aja itu penting :d #debatcagub,belajar politik itu ngga harus terjun minimal mengenali calon pemimpin aja itu penting :d ,belajar politik itu ngga harus terjun minimal mengenali calon pemimpin aja itu penting d ,belajar politik itu ngga harus terjun minimal mengenali calon pemimpin aja itu penting d ,belajar politik itu ngga harus terjun minimal mengenali calon pemimpin aja itu penting d,"['belajar', 'politik', 'itu', 'ngga', 'harus', 'terjun', 'minimal', 'mengenali', 'calon', 'pemimpin', 'aja', 'itu', 'penting', 'd']","['belajar', 'politik', 'terjun', 'minimal', 'mengenali', 'calon', 'pemimpin', 'd']","['ajar', 'politik', 'terjun', 'minimal', 'nali', 'calon', 'pimpin', 'd']",ajar politik terjun minimal nali calon pimpin d,0
Pahami lahhh konsep habuminallah dan habuminannas #debatcagub,dessyrizky,pahami lahhh konsep habuminallah dan habuminannas #debatcagub,pahami lahhh konsep habuminallah dan habuminannas #debatcagub,pahami lahhh konsep habuminallah dan habuminannas ,pahami lahhh konsep habuminallah dan habuminannas ,pahami lahhh konsep habuminallah dan habuminannas ,pahami lahhh konsep habuminallah dan habuminannas,"['pahami', 'lahhh', 'konsep', 'habuminallah', 'dan', 'habuminannas']","['pahami', 'lahhh', 'konsep', 'habuminallah', 'habuminannas']","['paham', 'lahhh', 'konsep', 'habuminallah', 'habuminannas']",paham lahhh konsep habuminallah habuminannas,0
Iyo jok lali pilih no 5 RT @asytha: mosok seh kak? RT @azayyin: Penentu jawa timur #debatcagub-cawagub,azayyin,iyo jok lali pilih no 5 rt @asytha: mosok seh kak? rt @azayyin: penentu jawa timur #debatcagub-cawagub,iyo jok lali pilih no 5 rt @asytha: mosok seh kak? rt @azayyin: penentu jawa timur #debatcagub-cawagub,iyo jok lali pilih no 5 rt : mosok seh kak? rt : penentu jawa timur -cawagub,iyo jok lali pilih no 5 rt  mosok seh kak rt  penentu jawa timur cawagub,iyo jok lali pilih no  rt  mosok seh kak rt  penentu jawa timur cawagub,iyo jok lali pilih no  rt  mosok seh kak rt  penentu jawa timur cawagub,"['iyo', 'jok', 'lali', 'pilih', 'no', 'rt', 'mosok', 'seh', 'kak', 'rt', 'penentu', 'jawa', 'timur', 'cawagub']","['iyo', 'jok', 'lali', 'pilih', 'no', 'mosok', 'seh', 'kak', 'penentu', 'jawa', 'timur', 'cawagub']","['iyo', 'jok', 'lali', 'pilih', 'no', 'mosok', 'seh', 'kak', 'tentu', 'jawa', 'timur', 'cawagub']",iyo jok lali pilih no mosok seh kak tentu jawa timur cawagub,0
mosok seh kak? RT @azayyin: Penentu jawa timur #debatcagub-cawagub,asytha,mosok seh kak? rt @azayyin: penentu jawa timur #debatcagub-cawagub,mosok seh kak? rt @azayyin: penentu jawa timur #debatcagub-cawagub,mosok seh kak? rt : penentu jawa timur -cawagub,mosok seh kak rt  penentu jawa timur cawagub,mosok seh kak rt  penentu jawa timur cawagub,mosok seh kak rt  penentu jawa timur cawagub,"['mosok', 'seh', 'kak', 'rt', 'penentu', 'jawa', 'timur', 'cawagub']","['mosok', 'seh', 'kak', 'penentu', 'jawa', 'timur', 'cawagub']","['mosok', 'seh', 'kak', 'tentu', 'jawa', 'timur', 'cawagub']",mosok seh kak tentu jawa timur cawagub,0
Ojo ndelok zin omongan bulshit kabeh @azayyin: Penentu jawa timur #debatcagub-cawagub ,oxo_eka17,ojo ndelok zin omongan bulshit kabeh @azayyin: penentu jawa timur #debatcagub-cawagub ,ojo ndelok zin omongan bulshit kabeh @azayyin: penentu jawa timur #debatcagub-cawagub ,ojo ndelok zin omongan bulshit kabeh : penentu jawa timur -cawagub ,ojo ndelok zin omongan bulshit kabeh  penentu jawa timur cawagub ,ojo ndelok zin omongan bulshit kabeh  penentu jawa timur cawagub ,ojo ndelok zin omongan bulshit kabeh  penentu jawa timur cawagub,"['ojo', 'ndelok', 'zin', 'omongan', 'bulshit', 'kabeh', 'penentu', 'jawa', 'timur', 'cawagub']","['ojo', 'ndelok', 'zin', 'omongan', 'bulshit', 'kabeh', 'penentu', 'jawa', 'timur', 'cawagub']","['ojo', 'ndelok', 'zin', 'omong', 'bulshit', 'kabeh', 'tentu', 'jawa', 'timur', 'cawagub']",ojo ndelok zin omong bulshit kabeh tentu jawa timur cawagub,0
Karwo sudah blunder...dia bilang lebih penting entaskan orang miskin daripada garap bidang pendidikan. Lha long term nya gimana? #DebatCagub,DrePrasetyo,karwo sudah blunder...dia bilang lebih penting entaskan orang miskin daripada garap bidang pendidikan. lha long term nya gimana? #debatcagub,karwo sudah blunder...dia bilang lebih penting entaskan orang miskin daripada garap bidang pendidikan. lha long term nya gimana? #debatcagub,karwo sudah blunder...dia bilang lebih penting entaskan orang miskin daripada garap bidang pendidikan. lha long term nya gimana? ,karwo sudah blunderdia bilang lebih penting entaskan orang miskin daripada garap bidang pendidikan lha long term nya gimana ,karwo sudah blunderdia bilang lebih penting entaskan orang miskin daripada garap bidang pendidikan lha long term nya gimana ,karwo sudah blunderdia bilang lebih penting entaskan orang miskin daripada garap bidang pendidikan lha long term nya gimana,"['karwo', 'sudah', 'blunderdia', 'bilang', 'lebih', 'penting', 'entaskan', 'orang', 'miskin', 'daripada', 'garap', 'bidang', 'pendidikan', 'lha', 'long', 'term', 'nya', 'gimana']","['karwo', 'blunderdia', 'bilang', 'entaskan', 'orang', 'miskin', 'garap', 'bidang', 'pendidikan', 'lha', 'long', 'term', 'nya', 'gimana']","['karwo', 'blunderdia', 'bilang', 'entas', 'orang', 'miskin', 'garap', 'bidang', 'didik', 'lha', 'long', 'term', 'nya', 'gimana']",karwo blunderdia bilang entas orang miskin garap bidang didik lha long term nya gimana,0
Penentu jawa timur #debatcagub-cawagub,azayyin,penentu jawa timur #debatcagub-cawagub,penentu jawa timur #debatcagub-cawagub,penentu jawa timur -cawagub,penentu jawa timur cawagub,penentu jawa timur cawagub,penentu jawa timur cawagub,"['penentu', 'jawa', 'timur', 'cawagub']","['penentu', 'jawa', 'timur', 'cawagub']","['tentu', 'jawa', 'timur', 'cawagub']",tentu jawa timur cawagub,0
Warga Kota Ternate/Malut tampak semangat mengikuti DebatCagub/Cawagub Malut yang disiarkan MetroTV .,statusternate,warga kota ternate/malut tampak semangat mengikuti debatcagub/cawagub malut yang disiarkan metrotv .,warga kota ternate/malut tampak semangat mengikuti debatcagub/cawagub malut yang disiarkan metrotv .,warga kota ternate/malut tampak semangat mengikuti debatcagub/cawagub malut yang disiarkan metrotv .,warga kota ternatemalut tampak semangat mengikuti debatcagubcawagub malut yang disiarkan metrotv ,warga kota ternatemalut tampak semangat mengikuti debatcagubcawagub malut yang disiarkan metrotv ,warga kota ternatemalut tampak semangat mengikuti debatcagubcawagub malut yang disiarkan metrotv,"['warga', 'kota', 'ternatemalut', 'tampak', 'semangat', 'mengikuti', 'debatcagubcawagub', 'malut', 'yang', 'disiarkan', 'metrotv']","['warga', 'kota', 'ternatemalut', 'semangat', 'mengikuti', 'debatcagubcawagub', 'malut', 'disiarkan', 'metrotv']","['warga', 'kota', 'ternatemalut', 'semangat', 'ikut', 'debatcagubcawagub', 'malut', 'siar', 'metrotv']",warga kota ternatemalut semangat ikut debatcagubcawagub malut siar metrotv,0
DebatCagub Malut Metro TV : AHM Salah Bicara saat Cuplikan Visi . Ia Menyebut Pemberantasan Korupsi Akhirnya Diluruskan oleh Wakilnya .,statusternate,debatcagub malut metro tv : ahm salah bicara saat cuplikan visi . ia menyebut pemberantasan korupsi akhirnya diluruskan oleh wakilnya .,debatcagub malut metro tv : ahm salah bicara saat cuplikan visi . ia menyebut pemberantasan korupsi akhirnya diluruskan oleh wakilnya .,debatcagub malut metro tv : ahm salah bicara saat cuplikan visi . ia menyebut pemberantasan korupsi akhirnya diluruskan oleh wakilnya .,debatcagub malut metro tv  ahm salah bicara saat cuplikan visi  ia menyebut pemberantasan korupsi akhirnya diluruskan oleh wakilnya ,debatcagub malut metro tv  ahm salah bicara saat cuplikan visi  ia menyebut pemberantasan korupsi akhirnya diluruskan oleh wakilnya ,debatcagub malut metro tv  ahm salah bicara saat cuplikan visi  ia menyebut pemberantasan korupsi akhirnya diluruskan oleh wakilnya,"['debatcagub', 'malut', 'metro', 'tv', 'ahm', 'salah', 'bicara', 'saat', 'cuplikan', 'visi', 'ia', 'menyebut', 'pemberantasan', 'korupsi', 'akhirnya', 'diluruskan', 'oleh', 'wakilnya']","['debatcagub', 'malut', 'metro', 'tv', 'ahm', 'salah', 'bicara', 'cuplikan', 'visi', 'menyebut', 'pemberantasan', 'korupsi', 'diluruskan', 'wakilnya']","['debatcagub', 'malut', 'metro', 'tv', 'ahm', 'salah', 'bicara', 'cuplik', 'visi', 'sebut', 'berantas', 'korupsi', 'lurus', 'wakil']",debatcagub malut metro tv ahm salah bicara cuplik visi sebut berantas korupsi lurus wakil,0
dak perlu menjatuhkan yg lain tpi pnya program sendiri pnya ambisi sendiri #debatcagub,Sisky_ululazmi,dak perlu menjatuhkan yg lain tpi pnya program sendiri pnya ambisi sendiri #debatcagub,dak perlu menjatuhkan yg lain tpi pnya program sendiri pnya ambisi sendiri #debatcagub,dak perlu menjatuhkan yg lain tpi pnya program sendiri pnya ambisi sendiri ,dak perlu menjatuhkan yg lain tpi pnya program sendiri pnya ambisi sendiri ,dak perlu menjatuhkan yg lain tpi pnya program sendiri pnya ambisi sendiri ,dak perlu menjatuhkan yg lain tpi pnya program sendiri pnya ambisi sendiri,"['dak', 'perlu', 'menjatuhkan', 'yg', 'lain', 'tpi', 'pnya', 'program', 'sendiri', 'pnya', 'ambisi', 'sendiri']","['dak', 'menjatuhkan', 'tpi', 'program', 'ambisi']","['dak', 'jatuh', 'tpi', 'program', 'ambisi']",dak jatuh tpi program ambisi,0
Yasamaaannn.... ESP bilang program sekolah gratis itu kuno! :)) #debatcagub #pilgubsumsel,saysaisari,yasamaaannn.... esp bilang program sekolah gratis itu kuno! :)) #debatcagub #pilgubsumsel,yasamaaannn.... esp bilang program sekolah gratis itu kuno! :)) #debatcagub #pilgubsumsel,yasamaaannn.... esp bilang program sekolah gratis itu kuno! :))  ,yasamaaannn esp bilang program sekolah gratis itu kuno   ,yasamaaannn esp bilang program sekolah gratis itu kuno   ,yasamaaannn esp bilang program sekolah gratis itu kuno,"['yasamaaannn', 'esp', 'bilang', 'program', 'sekolah', 'gratis', 'itu', 'kuno']","['yasamaaannn', 'esp', 'bilang', 'program', 'sekolah', 'gratis', 'kuno']","['yasamaaannn', 'esp', 'bilang', 'program', 'sekolah', 'gratis', 'kuno']",yasamaaannn esp bilang program sekolah gratis kuno,0
Jawabannya cagub-cawagub Jateng no. 1 ini lucuuuu pingin ngekek#debatcagub,YessiSafitri,jawabannya cagub-cawagub jateng no. 1 ini lucuuuu pingin ngekek#debatcagub,jawabannya cagub-cawagub jateng no. 1 ini lucuuuu pingin ngekek#debatcagub,jawabannya cagub-cawagub jateng no. 1 ini lucuuuu pingin ngekek,jawabannya cagubcawagub jateng no 1 ini lucuuuu pingin ngekek,jawabannya cagubcawagub jateng no  ini lucuuuu pingin ngekek,jawabannya cagubcawagub jateng no  ini lucuuuu pingin ngekek,"['jawabannya', 'cagubcawagub', 'jateng', 'no', 'ini', 'lucuuuu', 'pingin', 'ngekek']","['jawabannya', 'cagubcawagub', 'jateng', 'no', 'lucuuuu', 'pingin', 'ngekek']","['jawab', 'cagubcawagub', 'jateng', 'no', 'lucuuuu', 'pingin', 'ngekek']",jawab cagubcawagub jateng no lucuuuu pingin ngekek,0
Hostnya....keceplosan manggil mas pada cagub Jateng no.3#debatcagub,YessiSafitri,hostnya....keceplosan manggil mas pada cagub jateng no.3#debatcagub,hostnya....keceplosan manggil mas pada cagub jateng no.3#debatcagub,hostnya....keceplosan manggil mas pada cagub jateng no.3,hostnyakeceplosan manggil mas pada cagub jateng no3,hostnyakeceplosan manggil mas pada cagub jateng no,hostnyakeceplosan manggil mas pada cagub jateng no,"['hostnyakeceplosan', 'manggil', 'mas', 'pada', 'cagub', 'jateng', 'no']","['hostnyakeceplosan', 'manggil', 'mas', 'cagub', 'jateng', 'no']","['hostnyakeceplosan', 'manggil', 'mas', 'cagub', 'jateng', 'no']",hostnyakeceplosan manggil mas cagub jateng no,0
Jaya Suprana bertanya tentang relokasi industri Ganjar menjawab mengadakan pendekatan yg berpihak pada pekerja.. #DebatCagub,wisatasemarang,jaya suprana bertanya tentang relokasi industri ganjar menjawab mengadakan pendekatan yg berpihak pada pekerja.. #debatcagub,jaya suprana bertanya tentang relokasi industri ganjar menjawab mengadakan pendekatan yg berpihak pada pekerja.. #debatcagub,jaya suprana bertanya tentang relokasi industri ganjar menjawab mengadakan pendekatan yg berpihak pada pekerja.. ,jaya suprana bertanya tentang relokasi industri ganjar menjawab mengadakan pendekatan yg berpihak pada pekerja ,jaya suprana bertanya tentang relokasi industri ganjar menjawab mengadakan pendekatan yg berpihak pada pekerja ,jaya suprana bertanya tentang relokasi industri ganjar menjawab mengadakan pendekatan yg berpihak pada pekerja,"['jaya', 'suprana', 'bertanya', 'tentang', 'relokasi', 'industri', 'ganjar', 'menjawab', 'mengadakan', 'pendekatan', 'yg', 'berpihak', 'pada', 'pekerja']","['jaya', 'suprana', 'relokasi', 'industri', 'ganjar', 'mengadakan', 'pendekatan', 'berpihak', 'pekerja']","['jaya', 'suprana', 'relokasi', 'industri', 'ganjar', 'ada', 'dekat', 'pihak', 'kerja']",jaya suprana relokasi industri ganjar ada dekat pihak kerja,0
Mimin mau ngingetin nih buat kamu warga jateng jangan lupa saksikan Debat Cagub Jateng 2013 Kenali dan Tentukan Pilihanmu! #DebatCagub,BEMFSMUNDIP,mimin mau ngingetin nih buat kamu warga jateng jangan lupa saksikan debat cagub jateng 2013 kenali dan tentukan pilihanmu! #debatcagub,mimin mau ngingetin nih buat kamu warga jateng jangan lupa saksikan debat cagub jateng 2013 kenali dan tentukan pilihanmu! #debatcagub,mimin mau ngingetin nih buat kamu warga jateng jangan lupa saksikan debat cagub jateng 2013 kenali dan tentukan pilihanmu! ,mimin mau ngingetin nih buat kamu warga jateng jangan lupa saksikan debat cagub jateng 2013 kenali dan tentukan pilihanmu ,mimin mau ngingetin nih buat kamu warga jateng jangan lupa saksikan debat cagub jateng  kenali dan tentukan pilihanmu ,mimin mau ngingetin nih buat kamu warga jateng jangan lupa saksikan debat cagub jateng  kenali dan tentukan pilihanmu,"['mimin', 'mau', 'ngingetin', 'nih', 'buat', 'kamu', 'warga', 'jateng', 'jangan', 'lupa', 'saksikan', 'debat', 'cagub', 'jateng', 'kenali', 'dan', 'tentukan', 'pilihanmu']","['mimin', 'ngingetin', 'nih', 'warga', 'jateng', 'lupa', 'saksikan', 'debat', 'cagub', 'jateng', 'kenali', 'tentukan', 'pilihanmu']","['mimin', 'ngingetin', 'nih', 'warga', 'jateng', 'lupa', 'saksi', 'debat', 'cagub', 'jateng', 'kenal', 'tentu', 'pilih']",mimin ngingetin nih warga jateng lupa saksi debat cagub jateng kenal tentu pilih,0
RT @Pro_Perubahan Total Sentimen Elektabilitas Pesepsi Publik dr #debatcagub #TVOne Ganjar Pranowo 58% Bibit Waluyo 24% Hadi Prabowo 18%,Devina61039294,rt @pro_perubahan total sentimen elektabilitas pesepsi publik dr #debatcagub #tvone ganjar pranowo 58% bibit waluyo 24% hadi prabowo 18%,rt @pro_perubahan total sentimen elektabilitas pesepsi publik dr #debatcagub #tvone ganjar pranowo 58% bibit waluyo 24% hadi prabowo 18%,rt  total sentimen elektabilitas pesepsi publik dr   ganjar pranowo 58% bibit waluyo 24% hadi prabowo 18%,rt  total sentimen elektabilitas pesepsi publik dr   ganjar pranowo 58 bibit waluyo 24 hadi prabowo 18,rt  total sentimen elektabilitas pesepsi publik dr   ganjar pranowo  bibit waluyo  hadi prabowo ,rt  total sentimen elektabilitas pesepsi publik dr   ganjar pranowo  bibit waluyo  hadi prabowo,"['rt', 'total', 'sentimen', 'elektabilitas', 'pesepsi', 'publik', 'dr', 'ganjar', 'pranowo', 'bibit', 'waluyo', 'hadi', 'prabowo']","['total', 'sentimen', 'elektabilitas', 'pesepsi', 'publik', 'ganjar', 'pranowo', 'bibit', 'waluyo', 'hadi', 'prabowo']","['total', 'sentimen', 'elektabilitas', 'psi', 'publik', 'ganjar', 'pranowo', 'bibit', 'waluyo', 'had', 'prabowo']",total sentimen elektabilitas psi publik ganjar pranowo bibit waluyo had prabowo,0
RT @Pro_Perubahan Total Sentimen Elektabilitas Pesepsi Publik dr #debatcagub #TVOne Ganjar Pranowo 58% Bibit Waluyo 24% Hadi Prabowo 18%,kusuma_donnie,rt @pro_perubahan total sentimen elektabilitas pesepsi publik dr #debatcagub #tvone ganjar pranowo 58% bibit waluyo 24% hadi prabowo 18%,rt @pro_perubahan total sentimen elektabilitas pesepsi publik dr #debatcagub #tvone ganjar pranowo 58% bibit waluyo 24% hadi prabowo 18%,rt  total sentimen elektabilitas pesepsi publik dr   ganjar pranowo 58% bibit waluyo 24% hadi prabowo 18%,rt  total sentimen elektabilitas pesepsi publik dr   ganjar pranowo 58 bibit waluyo 24 hadi prabowo 18,rt  total sentimen elektabilitas pesepsi publik dr   ganjar pranowo  bibit waluyo  hadi prabowo ,rt  total sentimen elektabilitas pesepsi publik dr   ganjar pranowo  bibit waluyo  hadi prabowo,"['rt', 'total', 'sentimen', 'elektabilitas', 'pesepsi', 'publik', 'dr', 'ganjar', 'pranowo', 'bibit', 'waluyo', 'hadi', 'prabowo']","['total', 'sentimen', 'elektabilitas', 'pesepsi', 'publik', 'ganjar', 'pranowo', 'bibit', 'waluyo', 'hadi', 'prabowo']","['total', 'sentimen', 'elektabilitas', 'psi', 'publik', 'ganjar', 'pranowo', 'bibit', 'waluyo', 'had', 'prabowo']",total sentimen elektabilitas psi publik ganjar pranowo bibit waluyo had prabowo,0
smoga nanti juga memenangi pilgub @wisatasemarang: Dari mention yg masuk pasangan Ganjar - Heru menang telak dalam #DebatCagub yang pertama ,Josh_Hp06,smoga nanti juga memenangi pilgub @wisatasemarang: dari mention yg masuk pasangan ganjar - heru menang telak dalam #debatcagub yang pertama ,smoga nanti juga memenangi pilgub @wisatasemarang: dari mention yg masuk pasangan ganjar - heru menang telak dalam #debatcagub yang pertama ,smoga nanti juga memenangi pilgub : dari mention yg masuk pasangan ganjar - heru menang telak dalam  yang pertama ,smoga nanti juga memenangi pilgub  dari mention yg masuk pasangan ganjar  heru menang telak dalam  yang pertama ,smoga nanti juga memenangi pilgub  dari mention yg masuk pasangan ganjar  heru menang telak dalam  yang pertama ,smoga nanti juga memenangi pilgub  dari mention yg masuk pasangan ganjar  heru menang telak dalam  yang pertama,"['smoga', 'nanti', 'juga', 'memenangi', 'pilgub', 'dari', 'mention', 'yg', 'masuk', 'pasangan', 'ganjar', 'heru', 'menang', 'telak', 'dalam', 'yang', 'pertama']","['memenangi', 'pilgub', 'mention', 'masuk', 'pasangan', 'ganjar', 'heru', 'menang', 'telak']","['tang', 'pilgub', 'mention', 'masuk', 'pasang', 'ganjar', 'heru', 'menang', 'telak']",tang pilgub mention masuk pasang ganjar heru menang telak,0
Berharap sosok seperti DI.. RT @wisatasemarang: Dari mention yg masuk pasangan Ganjar - Heru menang telak dalam #DebatCagub yang pertama ,rikkykurniawan,berharap sosok seperti di.. rt @wisatasemarang: dari mention yg masuk pasangan ganjar - heru menang telak dalam #debatcagub yang pertama ,berharap sosok seperti di.. rt @wisatasemarang: dari mention yg masuk pasangan ganjar - heru menang telak dalam #debatcagub yang pertama ,berharap sosok seperti di.. rt : dari mention yg masuk pasangan ganjar - heru menang telak dalam  yang pertama ,berharap sosok seperti di rt  dari mention yg masuk pasangan ganjar  heru menang telak dalam  yang pertama ,berharap sosok seperti di rt  dari mention yg masuk pasangan ganjar  heru menang telak dalam  yang pertama ,berharap sosok seperti di rt  dari mention yg masuk pasangan ganjar  heru menang telak dalam  yang pertama,"['berharap', 'sosok', 'seperti', 'di', 'rt', 'dari', 'mention', 'yg', 'masuk', 'pasangan', 'ganjar', 'heru', 'menang', 'telak', 'dalam', 'yang', 'pertama']","['berharap', 'sosok', 'mention', 'masuk', 'pasangan', 'ganjar', 'heru', 'menang', 'telak']","['harap', 'sosok', 'mention', 'masuk', 'pasang', 'ganjar', 'heru', 'menang', 'telak']",harap sosok mention masuk pasang ganjar heru menang telak,0
Yg Benar @HP_Don_ tetap No. 1 :) RT @Pro_Perubahan: dr #debatcagub #TVOne mlm ini Ganjar Pranowo 59% Bibit Waluyo 26% Hadi Prabowo 20 %,Sithole2000,yg benar @hp_don_ tetap no. 1 :) rt @pro_perubahan: dr #debatcagub #tvone mlm ini ganjar pranowo 59% bibit waluyo 26% hadi prabowo 20 %,yg benar @hp_don_ tetap no. 1 :) rt @pro_perubahan: dr #debatcagub #tvone mlm ini ganjar pranowo 59% bibit waluyo 26% hadi prabowo 20 %,yg benar  tetap no. 1 :) rt : dr   mlm ini ganjar pranowo 59% bibit waluyo 26% hadi prabowo 20 %,yg benar  tetap no 1  rt  dr   mlm ini ganjar pranowo 59 bibit waluyo 26 hadi prabowo 20 ,yg benar  tetap no   rt  dr   mlm ini ganjar pranowo  bibit waluyo  hadi prabowo  ,yg benar  tetap no   rt  dr   mlm ini ganjar pranowo  bibit waluyo  hadi prabowo,"['yg', 'benar', 'tetap', 'no', 'rt', 'dr', 'mlm', 'ini', 'ganjar', 'pranowo', 'bibit', 'waluyo', 'hadi', 'prabowo']","['no', 'ganjar', 'pranowo', 'bibit', 'waluyo', 'hadi', 'prabowo']","['no', 'ganjar', 'pranowo', 'bibit', 'waluyo', 'had', 'prabowo']",no ganjar pranowo bibit waluyo had prabowo,0
