full_text,username,tweet_lower,tweet_no_url,tweet_no_mention_hashtag,tweet_no_punctuation,tweet_no_numbers,tweet_clean,tweet_tokenized,tweet_no_stopwords,tweet_stemmed,tweet_preprocessed,label
baru opening aja udh ngakak krn cawagub no.1 cuma kebagian waktu 10 detik dari cagubnye jd gak sempet selesein pantun #debatcagub #debatpilkadadki,see_sonya,baru opening aja udh ngakak krn cawagub no.1 cuma kebagian waktu 10 detik dari cagubnye jd gak sempet selesein pantun #debatcagub #debatpilkadadki,baru opening aja udh ngakak krn cawagub no.1 cuma kebagian waktu 10 detik dari cagubnye jd gak sempet selesein pantun #debatcagub #debatpilkadadki,baru opening aja udh ngakak krn cawagub no.1 cuma kebagian waktu 10 detik dari cagubnye jd gak sempet selesein pantun  ,baru opening aja udh ngakak krn cawagub no1 cuma kebagian waktu 10 detik dari cagubnye jd gak sempet selesein pantun  ,baru opening aja udh ngakak krn cawagub no cuma kebagian waktu  detik dari cagubnye jd gak sempet selesein pantun  ,baru opening aja udh ngakak krn cawagub no cuma kebagian waktu  detik dari cagubnye jd gak sempet selesein pantun,"['baru', 'opening', 'aja', 'udh', 'ngakak', 'krn', 'cawagub', 'no', 'cuma', 'kebagian', 'waktu', 'detik', 'dari', 'cagubnye', 'jd', 'gak', 'sempet', 'selesein', 'pantun']","['opening', 'ngakak', 'cawagub', 'no', 'kebagian', 'detik', 'cagubnye', 'gak', 'sempet', 'selesein', 'pantun']","['opening', 'ngakak', 'cawagub', 'no', 'bagi', 'detik', 'cagubnye', 'gak', 'sempet', 'selesein', 'pantun']",opening ngakak cawagub no bagi detik cagubnye gak sempet selesein pantun,0
Paslon dua kaya baca teks eui.. Memang public speaking pentungnya ga becanda #debatcagub,Surya_DgnHAdi,paslon dua kaya baca teks eui.. memang public speaking pentungnya ga becanda #debatcagub,paslon dua kaya baca teks eui.. memang public speaking pentungnya ga becanda #debatcagub,paslon dua kaya baca teks eui.. memang public speaking pentungnya ga becanda ,paslon dua kaya baca teks eui memang public speaking pentungnya ga becanda ,paslon dua kaya baca teks eui memang public speaking pentungnya ga becanda ,paslon dua kaya baca teks eui memang public speaking pentungnya ga becanda,"['paslon', 'dua', 'kaya', 'baca', 'teks', 'eui', 'memang', 'public', 'speaking', 'pentungnya', 'ga', 'becanda']","['paslon', 'kaya', 'baca', 'teks', 'eui', 'public', 'speaking', 'pentungnya', 'ga', 'becanda']","['paslon', 'kaya', 'baca', 'teks', 'eui', 'public', 'speaking', 'pentung', 'ga', 'becanda']",paslon kaya baca teks eui public speaking pentung ga becanda,0
Semoga siapapun yang terpilih bisa kurangi stunting di Jakarta ya #pinterpolitik #infografis #beritapolitik #politikindonesia #debatcagub #pilgubjakarta #ridwankamil #pramonoanung #dharmapongrekun #politik https://t.co/dFIiQZM1HZ,pinterpolitik,semoga siapapun yang terpilih bisa kurangi stunting di jakarta ya #pinterpolitik #infografis #beritapolitik #politikindonesia #debatcagub #pilgubjakarta #ridwankamil #pramonoanung #dharmapongrekun #politik https://t.co/dfiiqzm1hz,semoga siapapun yang terpilih bisa kurangi stunting di jakarta ya #pinterpolitik #infografis #beritapolitik #politikindonesia #debatcagub #pilgubjakarta #ridwankamil #pramonoanung #dharmapongrekun #politik ,semoga siapapun yang terpilih bisa kurangi stunting di jakarta ya           ,semoga siapapun yang terpilih bisa kurangi stunting di jakarta ya           ,semoga siapapun yang terpilih bisa kurangi stunting di jakarta ya           ,semoga siapapun yang terpilih bisa kurangi stunting di jakarta ya,"['semoga', 'siapapun', 'yang', 'terpilih', 'bisa', 'kurangi', 'stunting', 'di', 'jakarta', 'ya']","['semoga', 'terpilih', 'kurangi', 'stunting', 'jakarta']","['moga', 'pilih', 'kurang', 'stunting', 'jakarta']",moga pilih kurang stunting jakarta,0
Perhatikan Rute Menuju Lokasi Debat Cagub Jakarta https://t.co/qvJ368Zpae #Debate2024 #Pilkada2024 #PilkadaSerentak2024 #pilgubjakarta #JakartaBaruJakartaMaju #JakartaMenyala #Jakarta #DebatCagub,edorusia,perhatikan rute menuju lokasi debat cagub jakarta https://t.co/qvj368zpae #debate2024 #pilkada2024 #pilkadaserentak2024 #pilgubjakarta #jakartabarujakartamaju #jakartamenyala #jakarta #debatcagub,perhatikan rute menuju lokasi debat cagub jakarta  #debate2024 #pilkada2024 #pilkadaserentak2024 #pilgubjakarta #jakartabarujakartamaju #jakartamenyala #jakarta #debatcagub,perhatikan rute menuju lokasi debat cagub jakarta         ,perhatikan rute menuju lokasi debat cagub jakarta         ,perhatikan rute menuju lokasi debat cagub jakarta         ,perhatikan rute menuju lokasi debat cagub jakarta,"['perhatikan', 'rute', 'menuju', 'lokasi', 'debat', 'cagub', 'jakarta']","['perhatikan', 'rute', 'lokasi', 'debat', 'cagub', 'jakarta']","['perhati', 'rute', 'lokasi', 'debat', 'cagub', 'jakarta']",perhati rute lokasi debat cagub jakarta,0
membatasi audiens masing-masing pasangan calon sebanyak 100 orang karena tempatnya terbatas. Debat publik pertama dijadwalkan pada 25 Oktober #pilkadaAceh #Pilkada2024 #debatcagub https://t.co/vNZyNAh9gf,aceh_antaranews,membatasi audiens masing-masing pasangan calon sebanyak 100 orang karena tempatnya terbatas. debat publik pertama dijadwalkan pada 25 oktober #pilkadaaceh #pilkada2024 #debatcagub https://t.co/vnzynah9gf,membatasi audiens masing-masing pasangan calon sebanyak 100 orang karena tempatnya terbatas. debat publik pertama dijadwalkan pada 25 oktober #pilkadaaceh #pilkada2024 #debatcagub ,membatasi audiens masing-masing pasangan calon sebanyak 100 orang karena tempatnya terbatas. debat publik pertama dijadwalkan pada 25 oktober    ,membatasi audiens masingmasing pasangan calon sebanyak 100 orang karena tempatnya terbatas debat publik pertama dijadwalkan pada 25 oktober    ,membatasi audiens masingmasing pasangan calon sebanyak  orang karena tempatnya terbatas debat publik pertama dijadwalkan pada  oktober    ,membatasi audiens masingmasing pasangan calon sebanyak  orang karena tempatnya terbatas debat publik pertama dijadwalkan pada  oktober,"['membatasi', 'audiens', 'masingmasing', 'pasangan', 'calon', 'sebanyak', 'orang', 'karena', 'tempatnya', 'terbatas', 'debat', 'publik', 'pertama', 'dijadwalkan', 'pada', 'oktober']","['membatasi', 'audiens', 'masingmasing', 'pasangan', 'calon', 'orang', 'tempatnya', 'terbatas', 'debat', 'publik', 'dijadwalkan', 'oktober']","['batas', 'audiens', 'masingmasing', 'pasang', 'calon', 'orang', 'tempat', 'batas', 'debat', 'publik', 'jadwal', 'oktober']",batas audiens masingmasing pasang calon orang tempat batas debat publik jadwal oktober,0
Dukung terus Kondomo-Kurita untuk Papua Selatan yang lebih maju dan sejahtera! #PapuaSelatanMaju #KondomoKurita2024 #KondomoKurita #SahabatKota #sahabatkondomokurita #papuaselatan #cagubpapuaselatan #cawagubpapuaselatan #pilkada2024 #debatcagub #tvone,sahabatkota_ps,dukung terus kondomo-kurita untuk papua selatan yang lebih maju dan sejahtera! #papuaselatanmaju #kondomokurita2024 #kondomokurita #sahabatkota #sahabatkondomokurita #papuaselatan #cagubpapuaselatan #cawagubpapuaselatan #pilkada2024 #debatcagub #tvone,dukung terus kondomo-kurita untuk papua selatan yang lebih maju dan sejahtera! #papuaselatanmaju #kondomokurita2024 #kondomokurita #sahabatkota #sahabatkondomokurita #papuaselatan #cagubpapuaselatan #cawagubpapuaselatan #pilkada2024 #debatcagub #tvone,dukung terus kondomo-kurita untuk papua selatan yang lebih maju dan sejahtera!           ,dukung terus kondomokurita untuk papua selatan yang lebih maju dan sejahtera           ,dukung terus kondomokurita untuk papua selatan yang lebih maju dan sejahtera           ,dukung terus kondomokurita untuk papua selatan yang lebih maju dan sejahtera,"['dukung', 'terus', 'kondomokurita', 'untuk', 'papua', 'selatan', 'yang', 'lebih', 'maju', 'dan', 'sejahtera']","['dukung', 'kondomokurita', 'papua', 'selatan', 'maju', 'sejahtera']","['dukung', 'kondomokurita', 'papua', 'selatan', 'maju', 'sejahtera']",dukung kondomokurita papua selatan maju sejahtera,0
https://t.co/RNWMISk5wj https://t.co/PEHK4IVwiH -Debat kedua cagub di pilkada Jakarta bakal kembali digelar pada 27 Oktober 2024 mendatang. #cagub #debatcagub #cagubDKI #ipol https://t.co/wWSB6s7Vh3,ipoldotid,https://t.co/rnwmisk5wj https://t.co/pehk4ivwih -debat kedua cagub di pilkada jakarta bakal kembali digelar pada 27 oktober 2024 mendatang. #cagub #debatcagub #cagubdki #ipol https://t.co/wwsb6s7vh3,  -debat kedua cagub di pilkada jakarta bakal kembali digelar pada 27 oktober 2024 mendatang. #cagub #debatcagub #cagubdki #ipol ,  -debat kedua cagub di pilkada jakarta bakal kembali digelar pada 27 oktober 2024 mendatang.     ,  debat kedua cagub di pilkada jakarta bakal kembali digelar pada 27 oktober 2024 mendatang     ,  debat kedua cagub di pilkada jakarta bakal kembali digelar pada  oktober  mendatang     ,debat kedua cagub di pilkada jakarta bakal kembali digelar pada  oktober  mendatang,"['debat', 'kedua', 'cagub', 'di', 'pilkada', 'jakarta', 'bakal', 'kembali', 'digelar', 'pada', 'oktober', 'mendatang']","['debat', 'cagub', 'pilkada', 'jakarta', 'digelar', 'oktober']","['debat', 'cagub', 'pilkada', 'jakarta', 'gelar', 'oktober']",debat cagub pilkada jakarta gelar oktober,0
Debat terbuka Cagub-Cawagub Jateng 2024 akan segera digelar! Pastikan kamu menyaksikan untuk memahami visi misi para calon. Tentukan pilihanmu dengan bijak! #DebatCagub #Jateng2024 #KPUJateng https://t.co/cK5esBgKzd,calonkpldaerah,debat terbuka cagub-cawagub jateng 2024 akan segera digelar! pastikan kamu menyaksikan untuk memahami visi misi para calon. tentukan pilihanmu dengan bijak! #debatcagub #jateng2024 #kpujateng https://t.co/ck5esbgkzd,debat terbuka cagub-cawagub jateng 2024 akan segera digelar! pastikan kamu menyaksikan untuk memahami visi misi para calon. tentukan pilihanmu dengan bijak! #debatcagub #jateng2024 #kpujateng ,debat terbuka cagub-cawagub jateng 2024 akan segera digelar! pastikan kamu menyaksikan untuk memahami visi misi para calon. tentukan pilihanmu dengan bijak!    ,debat terbuka cagubcawagub jateng 2024 akan segera digelar pastikan kamu menyaksikan untuk memahami visi misi para calon tentukan pilihanmu dengan bijak    ,debat terbuka cagubcawagub jateng  akan segera digelar pastikan kamu menyaksikan untuk memahami visi misi para calon tentukan pilihanmu dengan bijak    ,debat terbuka cagubcawagub jateng  akan segera digelar pastikan kamu menyaksikan untuk memahami visi misi para calon tentukan pilihanmu dengan bijak,"['debat', 'terbuka', 'cagubcawagub', 'jateng', 'akan', 'segera', 'digelar', 'pastikan', 'kamu', 'menyaksikan', 'untuk', 'memahami', 'visi', 'misi', 'para', 'calon', 'tentukan', 'pilihanmu', 'dengan', 'bijak']","['debat', 'terbuka', 'cagubcawagub', 'jateng', 'digelar', 'pastikan', 'menyaksikan', 'memahami', 'visi', 'misi', 'calon', 'tentukan', 'pilihanmu', 'bijak']","['debat', 'buka', 'cagubcawagub', 'jateng', 'gelar', 'pasti', 'saksi', 'paham', 'visi', 'misi', 'calon', 'tentu', 'pilih', 'bijak']",debat buka cagubcawagub jateng gelar pasti saksi paham visi misi calon tentu pilih bijak,0
Debat terbuka Cagub-Cawagub Jateng 2024 akan segera digelar! Waktunya mendengar visi misi calon dan menentukan pilihan yang tepat. Jangan lewatkan! #DebatCagub #Jateng2024 #Pemilu2024 #SuaraRakyat https://t.co/2rIH4N7GZ3,Pilkadanewscom,debat terbuka cagub-cawagub jateng 2024 akan segera digelar! waktunya mendengar visi misi calon dan menentukan pilihan yang tepat. jangan lewatkan! #debatcagub #jateng2024 #pemilu2024 #suararakyat https://t.co/2rih4n7gz3,debat terbuka cagub-cawagub jateng 2024 akan segera digelar! waktunya mendengar visi misi calon dan menentukan pilihan yang tepat. jangan lewatkan! #debatcagub #jateng2024 #pemilu2024 #suararakyat ,debat terbuka cagub-cawagub jateng 2024 akan segera digelar! waktunya mendengar visi misi calon dan menentukan pilihan yang tepat. jangan lewatkan!     ,debat terbuka cagubcawagub jateng 2024 akan segera digelar waktunya mendengar visi misi calon dan menentukan pilihan yang tepat jangan lewatkan     ,debat terbuka cagubcawagub jateng  akan segera digelar waktunya mendengar visi misi calon dan menentukan pilihan yang tepat jangan lewatkan     ,debat terbuka cagubcawagub jateng  akan segera digelar waktunya mendengar visi misi calon dan menentukan pilihan yang tepat jangan lewatkan,"['debat', 'terbuka', 'cagubcawagub', 'jateng', 'akan', 'segera', 'digelar', 'waktunya', 'mendengar', 'visi', 'misi', 'calon', 'dan', 'menentukan', 'pilihan', 'yang', 'tepat', 'jangan', 'lewatkan']","['debat', 'terbuka', 'cagubcawagub', 'jateng', 'digelar', 'mendengar', 'visi', 'misi', 'calon', 'menentukan', 'pilihan', 'lewatkan']","['debat', 'buka', 'cagubcawagub', 'jateng', 'gelar', 'dengar', 'visi', 'misi', 'calon', 'tentu', 'pilih', 'lewat']",debat buka cagubcawagub jateng gelar dengar visi misi calon tentu pilih lewat,0
https://t.co/ytPDNsDR2w Strategi Tiga Paslon Cagub dan Cawagub Jakarta Atasi Kemacetan River Way Hingga MRT dan LRT Gratis ! #Jakarta #DebatCagub #RidwanKamil #Kemacetan #Dharma #Pramono #RanoKarno,helojabar_,https://t.co/ytpdnsdr2w strategi tiga paslon cagub dan cawagub jakarta atasi kemacetan river way hingga mrt dan lrt gratis ! #jakarta #debatcagub #ridwankamil #kemacetan #dharma #pramono #ranokarno, strategi tiga paslon cagub dan cawagub jakarta atasi kemacetan river way hingga mrt dan lrt gratis ! #jakarta #debatcagub #ridwankamil #kemacetan #dharma #pramono #ranokarno, strategi tiga paslon cagub dan cawagub jakarta atasi kemacetan river way hingga mrt dan lrt gratis !       , strategi tiga paslon cagub dan cawagub jakarta atasi kemacetan river way hingga mrt dan lrt gratis        , strategi tiga paslon cagub dan cawagub jakarta atasi kemacetan river way hingga mrt dan lrt gratis        ,strategi tiga paslon cagub dan cawagub jakarta atasi kemacetan river way hingga mrt dan lrt gratis,"['strategi', 'tiga', 'paslon', 'cagub', 'dan', 'cawagub', 'jakarta', 'atasi', 'kemacetan', 'river', 'way', 'hingga', 'mrt', 'dan', 'lrt', 'gratis']","['strategi', 'paslon', 'cagub', 'cawagub', 'jakarta', 'atasi', 'kemacetan', 'river', 'way', 'mrt', 'lrt', 'gratis']","['strategi', 'paslon', 'cagub', 'cawagub', 'jakarta', 'atas', 'macet', 'river', 'way', 'mrt', 'lrt', 'gratis']",strategi paslon cagub cawagub jakarta atas macet river way mrt lrt gratis,0
Debat perdana Pilgub Jakarta 2024 telah usai! Simak janji-janji Ridwan Kamil Dharma Pongrekun dan Pramono Anung untuk masa depan Jakarta. Siapa paling meyakinkan? Baca selengkapnya! #PilgubJakarta2024 #Pilkada2024 #DebatCagub #update #news #seketika https://t.co/AC1XKdnOVG,seketikanet,debat perdana pilgub jakarta 2024 telah usai! simak janji-janji ridwan kamil dharma pongrekun dan pramono anung untuk masa depan jakarta. siapa paling meyakinkan? baca selengkapnya! #pilgubjakarta2024 #pilkada2024 #debatcagub #update #news #seketika https://t.co/ac1xkdnovg,debat perdana pilgub jakarta 2024 telah usai! simak janji-janji ridwan kamil dharma pongrekun dan pramono anung untuk masa depan jakarta. siapa paling meyakinkan? baca selengkapnya! #pilgubjakarta2024 #pilkada2024 #debatcagub #update #news #seketika ,debat perdana pilgub jakarta 2024 telah usai! simak janji-janji ridwan kamil dharma pongrekun dan pramono anung untuk masa depan jakarta. siapa paling meyakinkan? baca selengkapnya!       ,debat perdana pilgub jakarta 2024 telah usai simak janjijanji ridwan kamil dharma pongrekun dan pramono anung untuk masa depan jakarta siapa paling meyakinkan baca selengkapnya       ,debat perdana pilgub jakarta  telah usai simak janjijanji ridwan kamil dharma pongrekun dan pramono anung untuk masa depan jakarta siapa paling meyakinkan baca selengkapnya       ,debat perdana pilgub jakarta  telah usai simak janjijanji ridwan kamil dharma pongrekun dan pramono anung untuk masa depan jakarta siapa paling meyakinkan baca selengkapnya,"['debat', 'perdana', 'pilgub', 'jakarta', 'telah', 'usai', 'simak', 'janjijanji', 'ridwan', 'kamil', 'dharma', 'pongrekun', 'dan', 'pramono', 'anung', 'untuk', 'masa', 'depan', 'jakarta', 'siapa', 'paling', 'meyakinkan', 'baca', 'selengkapnya']","['debat', 'perdana', 'pilgub', 'jakarta', 'simak', 'janjijanji', 'ridwan', 'kamil', 'dharma', 'pongrekun', 'pramono', 'anung', 'jakarta', 'baca', 'selengkapnya']","['debat', 'perdana', 'pilgub', 'jakarta', 'simak', 'janjijanji', 'ridwan', 'kamil', 'dharma', 'pongrekun', 'pramono', 'anung', 'jakarta', 'baca', 'lengkap']",debat perdana pilgub jakarta simak janjijanji ridwan kamil dharma pongrekun pramono anung jakarta baca lengkap,0
Debat Calon Gubernur Jateng Digelar Tiga Kali Cek Tanggalnya di Sini Klik untuk baca: #semarang #kpujateng #debatcagub #pilgubjateng #Pilkada2024 https://t.co/XJ4ctMFCBl,murianews_com,debat calon gubernur jateng digelar tiga kali cek tanggalnya di sini klik untuk baca: #semarang #kpujateng #debatcagub #pilgubjateng #pilkada2024 https://t.co/xj4ctmfcbl,debat calon gubernur jateng digelar tiga kali cek tanggalnya di sini klik untuk baca: #semarang #kpujateng #debatcagub #pilgubjateng #pilkada2024 ,debat calon gubernur jateng digelar tiga kali cek tanggalnya di sini klik untuk baca:      ,debat calon gubernur jateng digelar tiga kali cek tanggalnya di sini klik untuk baca      ,debat calon gubernur jateng digelar tiga kali cek tanggalnya di sini klik untuk baca      ,debat calon gubernur jateng digelar tiga kali cek tanggalnya di sini klik untuk baca,"['debat', 'calon', 'gubernur', 'jateng', 'digelar', 'tiga', 'kali', 'cek', 'tanggalnya', 'di', 'sini', 'klik', 'untuk', 'baca']","['debat', 'calon', 'gubernur', 'jateng', 'digelar', 'kali', 'cek', 'tanggalnya', 'klik', 'baca']","['debat', 'calon', 'gubernur', 'jateng', 'gelar', 'kali', 'cek', 'tanggal', 'klik', 'baca']",debat calon gubernur jateng gelar kali cek tanggal klik baca,0
Calon gubernur Jakarta nomor urut 3 Pramono Anung menegaskan tak ingin memanfaatkan momen Pilkada untuk maju sebagai calon presiden 2029. Pramono Anung mengatakan akan konsentrasi dan berbuat yang terbaik untuk warga Jakarta. Gimana menurut kamu? #pilkadajakarta #debatcagub https://t.co/DU1KOItRp7,lensaRTV,calon gubernur jakarta nomor urut 3 pramono anung menegaskan tak ingin memanfaatkan momen pilkada untuk maju sebagai calon presiden 2029. pramono anung mengatakan akan konsentrasi dan berbuat yang terbaik untuk warga jakarta. gimana menurut kamu? #pilkadajakarta #debatcagub https://t.co/du1koitrp7,calon gubernur jakarta nomor urut 3 pramono anung menegaskan tak ingin memanfaatkan momen pilkada untuk maju sebagai calon presiden 2029. pramono anung mengatakan akan konsentrasi dan berbuat yang terbaik untuk warga jakarta. gimana menurut kamu? #pilkadajakarta #debatcagub ,calon gubernur jakarta nomor urut 3 pramono anung menegaskan tak ingin memanfaatkan momen pilkada untuk maju sebagai calon presiden 2029. pramono anung mengatakan akan konsentrasi dan berbuat yang terbaik untuk warga jakarta. gimana menurut kamu?   ,calon gubernur jakarta nomor urut 3 pramono anung menegaskan tak ingin memanfaatkan momen pilkada untuk maju sebagai calon presiden 2029 pramono anung mengatakan akan konsentrasi dan berbuat yang terbaik untuk warga jakarta gimana menurut kamu   ,calon gubernur jakarta nomor urut  pramono anung menegaskan tak ingin memanfaatkan momen pilkada untuk maju sebagai calon presiden  pramono anung mengatakan akan konsentrasi dan berbuat yang terbaik untuk warga jakarta gimana menurut kamu   ,calon gubernur jakarta nomor urut  pramono anung menegaskan tak ingin memanfaatkan momen pilkada untuk maju sebagai calon presiden  pramono anung mengatakan akan konsentrasi dan berbuat yang terbaik untuk warga jakarta gimana menurut kamu,"['calon', 'gubernur', 'jakarta', 'nomor', 'urut', 'pramono', 'anung', 'menegaskan', 'tak', 'ingin', 'memanfaatkan', 'momen', 'pilkada', 'untuk', 'maju', 'sebagai', 'calon', 'presiden', 'pramono', 'anung', 'mengatakan', 'akan', 'konsentrasi', 'dan', 'berbuat', 'yang', 'terbaik', 'untuk', 'warga', 'jakarta', 'gimana', 'menurut', 'kamu']","['calon', 'gubernur', 'jakarta', 'nomor', 'urut', 'pramono', 'anung', 'memanfaatkan', 'momen', 'pilkada', 'maju', 'calon', 'presiden', 'pramono', 'anung', 'konsentrasi', 'berbuat', 'terbaik', 'warga', 'jakarta', 'gimana']","['calon', 'gubernur', 'jakarta', 'nomor', 'urut', 'pramono', 'anung', 'manfaat', 'momen', 'pilkada', 'maju', 'calon', 'presiden', 'pramono', 'anung', 'konsentrasi', 'buat', 'baik', 'warga', 'jakarta', 'gimana']",calon gubernur jakarta nomor urut pramono anung manfaat momen pilkada maju calon presiden pramono anung konsentrasi buat baik warga jakarta gimana,0
